,neighbourhood_group,room_type,price,property_type,accommodates,bedrooms,bathrooms
4743,Brooklyn,Entire home/apt,125,Entire Unit,2,1.0,1.0
4746,Brooklyn,Entire home/apt,250,Entire Unit,4,2.0,1.0
4747,Brooklyn,Entire home/apt,205,Entire Unit,6,2.0,1.0
4749,Queens,Entire home/apt,125,Entire Unit,4,1.0,1.0
4751,Brooklyn,Entire home/apt,135,Entire Unit,3,2.0,1.0
4752,Brooklyn,Entire home/apt,90,Entire Unit,4,1.0,1.0
4753,Bronx,Shared room,150,Shared Room,2,1.0,1.0
4755,Manhattan,Private room,85,Private Room,2,1.0,1.5
4757,Brooklyn,Entire home/apt,155,Entire Unit,4,1.0,1.0
4761,Manhattan,Entire home/apt,139,Entire Unit,1,1.0,1.0
4763,Manhattan,Private room,55,Private Room,2,1.0,2.0
4764,Queens,Entire home/apt,199,Entire Unit,1,0.0,1.0
4766,Staten Island,Entire home/apt,80,Entire Unit,5,1.0,1.0
4773,Brooklyn,Private room,55,Private Room,2,1.0,1.0
4782,Brooklyn,Private room,35,Private Room,1,1.0,0.0
4785,Queens,Private room,50,Private Room,2,1.0,1.0
4789,Bronx,Private room,28,Private Room,1,1.0,1.0
4798,Manhattan,Entire home/apt,190,Entire Unit,4,1.0,1.0
4799,Brooklyn,Entire home/apt,80,Entire Unit,6,2.0,1.0
4800,Queens,Private room,65,Private Room,2,1.0,1.0
4803,Brooklyn,Private room,80,Entire Unit,4,2.0,1.0
4806,Brooklyn,Entire home/apt,110,Entire Unit,2,2.0,2.0
4807,Manhattan,Entire home/apt,149,Entire Unit,2,0.0,1.0
4809,Manhattan,Private room,70,Private Room,1,1.0,1.0
4810,Queens,Private room,99,Private Room,2,1.0,1.0
4811,Queens,Private room,109,Private Room,2,1.0,1.0
4814,Brooklyn,Private room,160,Private Room,2,1.0,1.0
4815,Manhattan,Private room,95,Private Room,2,1.0,1.0
4819,Manhattan,Private room,60,Private Room,1,1.0,1.5
4824,Manhattan,Private room,135,Private Room,2,1.0,1.0
4825,Manhattan,Entire home/apt,165,Entire Unit,2,1.0,1.0
4834,Queens,Private room,75,Private Room,2,1.0,1.0
4838,Brooklyn,Entire home/apt,200,Entire Unit,4,2.0,1.5
4840,Brooklyn,Entire home/apt,195,Entire Unit,2,2.0,1.0
4842,Queens,Private room,80,Private Room,1,1.0,1.0
4843,Manhattan,Private room,70,Private Room,2,1.0,1.0
4844,Manhattan,Private room,90,Private Room,2,1.0,1.0
4847,Bronx,Entire home/apt,100,Entire Unit,2,1.0,1.0
4850,Manhattan,Entire home/apt,199,Entire Unit,2,1.0,1.0
4851,Brooklyn,Private room,50,Private Room,2,1.0,1.5
4855,Brooklyn,Entire home/apt,77,Entire Unit,6,2.0,1.0
4858,Manhattan,Shared room,62,Shared Room,2,1.0,1.0
4860,Queens,Private room,55,Private Room,1,1.0,1.0
4861,Brooklyn,Entire home/apt,172,Entire Unit,4,2.0,2.0
4863,Brooklyn,Private room,60,Private Room,2,1.0,1.0
4866,Queens,Private room,70,Private Room,2,1.0,1.0
4867,Manhattan,Entire home/apt,190,Entire Unit,2,1.0,2.0
4868,Brooklyn,Entire home/apt,99,Entire Unit,3,0.0,1.0
4871,Manhattan,Private room,135,Private Room,2,1.0,1.0
4877,Brooklyn,Private room,48,Private Room,2,0.0,1.0
4884,Brooklyn,Private room,60,Private Room,2,1.0,1.0
4885,Brooklyn,Private room,70,Private Room,1,1.0,1.0
4886,Staten Island,Entire home/apt,144,Entire Unit,6,2.0,2.0
4889,Brooklyn,Entire home/apt,80,Entire Unit,4,1.0,1.0
4891,Queens,Private room,69,Private Room,2,1.0,1.0
4894,Queens,Private room,50,Private Room,1,1.0,1.0
4898,Brooklyn,Entire home/apt,150,Entire Unit,3,1.0,1.0
4900,Manhattan,Entire home/apt,150,Entire Unit,2,1.0,1.0
4902,Manhattan,Private room,60,Private Room,2,1.0,1.5
4903,Queens,Private room,70,Private Room,1,1.0,1.0
4908,Manhattan,Private room,115,Entire Unit,2,1.0,1.0
4910,Manhattan,Entire home/apt,207,Entire Unit,4,2.0,1.0
4911,Queens,Private room,120,Private Room,4,1.0,1.0
4912,Queens,Entire home/apt,85,Entire Unit,3,1.0,1.0
4913,Brooklyn,Entire home/apt,160,Entire Unit,2,0.0,1.0
4914,Queens,Private room,40,Private Room,2,1.0,1.0
4915,Brooklyn,Private room,49,Private Room,3,1.0,1.5
4916,Manhattan,Entire home/apt,220,Entire Unit,4,2.0,1.0
4920,Manhattan,Entire home/apt,130,Entire Unit,2,1.0,1.0
4926,Queens,Private room,77,Private Room,3,1.0,2.0
4927,Queens,Private room,57,Private Room,2,1.0,1.0
4929,Brooklyn,Private room,40,Private Room,1,1.0,1.0
4933,Brooklyn,Entire home/apt,89,Entire Unit,3,0.0,1.0
4935,Manhattan,Private room,100,Private Room,2,1.0,1.5
4937,Staten Island,Entire home/apt,75,Entire Unit,4,0.0,1.0
4940,Brooklyn,Entire home/apt,195,Entire Unit,2,2.0,1.0
4941,Brooklyn,Private room,50,Private Room,2,1.0,1.0
4942,Staten Island,Entire home/apt,120,Entire Unit,4,1.0,1.0
4943,Manhattan,Entire home/apt,250,Entire Unit,3,1.0,1.0
4948,Queens,Private room,60,Private Room,2,1.0,1.5
4949,Brooklyn,Private room,120,Entire Unit,2,1.0,1.0
4954,Brooklyn,Entire home/apt,90,Entire Unit,2,1.0,1.0
4955,Manhattan,Private room,100,Private Room,2,1.0,1.0
4958,Brooklyn,Entire home/apt,98,Entire Unit,2,1.0,1.0
4959,Brooklyn,Private room,50,Private Room,1,1.0,1.0
4962,Brooklyn,Private room,110,Private Room,2,1.0,1.0
4968,Manhattan,Private room,90,Private Room,2,1.0,1.0
4970,Manhattan,Private room,65,Private Room,1,1.0,1.0
4972,Manhattan,Entire home/apt,117,Entire Unit,5,1.0,1.0
4983,Queens,Entire home/apt,85,Entire Unit,2,1.0,1.0
4987,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
4990,Brooklyn,Entire home/apt,140,Entire Unit,4,1.0,1.0
4992,Brooklyn,Entire home/apt,91,Entire Unit,2,1.0,1.0
4999,Manhattan,Entire home/apt,250,Entire Unit,4,2.0,1.5
5004,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
5005,Brooklyn,Shared room,100,Shared Room,2,1.0,1.0
5007,Brooklyn,Entire home/apt,135,Entire Unit,3,2.0,1.0
5009,Manhattan,Entire home/apt,225,Entire Unit,6,2.0,1.0
5013,Brooklyn,Private room,65,Private Room,2,1.0,1.0
5024,Queens,Private room,75,Private Room,1,3.0,1.0
5029,Queens,Private room,45,Private Room,1,1.0,1.0
5030,Manhattan,Entire home/apt,190,Entire Unit,2,1.0,1.0
5031,Manhattan,Entire home/apt,170,Entire Unit,3,1.0,1.0
5039,Queens,Private room,50,Private Room,2,1.0,1.0
5040,Manhattan,Private room,124,Private Room,2,1.0,1.0
5049,Bronx,Private room,60,Private Room,2,1.0,1.0
5062,Brooklyn,Private room,88,Private Room,2,1.0,1.0
5064,Brooklyn,Private room,55,Private Room,2,1.0,1.5
5065,Brooklyn,Entire home/apt,96,Entire Unit,4,1.0,1.0
5066,Manhattan,Private room,82,Private Room,2,1.0,1.0
5070,Brooklyn,Entire home/apt,169,Entire Unit,3,1.0,1.0
5073,Queens,Private room,45,Private Room,1,1.0,1.0
5074,Queens,Private room,55,Private Room,2,1.0,1.0
5075,Queens,Private room,55,Private Room,2,1.0,1.0
5076,Queens,Private room,48,Private Room,1,1.0,1.0
5077,Queens,Private room,50,Private Room,1,1.0,1.0
5078,Brooklyn,Entire home/apt,140,Entire Unit,4,2.0,1.0
5090,Brooklyn,Entire home/apt,120,Entire Unit,5,0.0,1.0
5092,Brooklyn,Entire home/apt,129,Entire Unit,5,2.0,1.0
5094,Manhattan,Entire home/apt,100,Entire Unit,2,1.0,1.0
5097,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
5104,Queens,Private room,65,Private Room,2,1.0,1.0
5107,Brooklyn,Private room,50,Private Room,1,1.0,1.0
5109,Manhattan,Entire home/apt,150,Entire Unit,2,0.0,1.0
5111,Brooklyn,Private room,105,Private Room,2,1.0,1.0
5112,Manhattan,Entire home/apt,135,Entire Unit,4,0.0,1.0
5114,Brooklyn,Private room,249,Entire Unit,4,2.0,2.5
5116,Brooklyn,Entire home/apt,159,Entire Unit,4,1.0,1.0
5117,Brooklyn,Private room,70,Private Room,2,1.0,1.0
5119,Brooklyn,Private room,90,Private Room,1,1.0,1.0
5121,Manhattan,Entire home/apt,110,Entire Unit,2,0.0,1.0
5132,Brooklyn,Entire home/apt,97,Entire Unit,4,1.0,1.0
5135,Brooklyn,Entire home/apt,140,Entire Unit,2,1.0,1.0
5136,Brooklyn,Private room,57,Private Room,1,1.0,1.5
5140,Brooklyn,Entire home/apt,175,Entire Unit,2,1.0,1.0
5154,Manhattan,Private room,90,Private Room,2,1.0,1.0
5158,Manhattan,Entire home/apt,165,Entire Unit,3,2.0,1.0
5166,Queens,Private room,34,Private Room,1,1.0,1.0
5169,Manhattan,Entire home/apt,250,Entire Unit,4,1.0,1.0
5171,Brooklyn,Entire home/apt,145,Entire Unit,4,1.0,1.0
5173,Manhattan,Private room,65,Private Room,1,1.0,1.0
5174,Brooklyn,Private room,55,Private Room,2,1.0,1.0
5178,Queens,Private room,50,Private Room,1,1.0,1.0
5182,Queens,Private room,79,Private Room,5,2.0,2.5
5185,Manhattan,Entire home/apt,120,Entire Unit,1,1.0,1.0
5191,Brooklyn,Entire home/apt,115,Entire Unit,3,1.0,2.0
5192,Bronx,Entire home/apt,110,Entire Unit,2,0.0,1.0
5193,Manhattan,Entire home/apt,150,Entire Unit,5,1.0,1.0
5195,Manhattan,Entire home/apt,150,Entire Unit,3,1.0,1.0
5196,Brooklyn,Private room,79,Private Room,2,1.0,1.0
5198,Brooklyn,Entire home/apt,120,Entire Unit,2,1.0,1.0
5200,Manhattan,Private room,85,Private Room,1,1.0,1.0
5205,Manhattan,Entire home/apt,130,Entire Unit,3,1.0,1.0
5207,Manhattan,Entire home/apt,180,Entire Unit,2,0.0,1.0
5208,Manhattan,Private room,80,Private Room,4,1.0,1.0
5209,Manhattan,Private room,90,Private Room,2,1.0,1.0
5210,Queens,Entire home/apt,140,Entire Unit,6,2.0,1.0
5215,Queens,Entire home/apt,75,Entire Unit,3,2.0,1.0
5232,Manhattan,Entire home/apt,201,Entire Unit,6,1.0,1.0
5233,Brooklyn,Private room,50,Entire Unit,2,1.0,1.0
5237,Manhattan,Entire home/apt,132,Entire Unit,4,0.0,1.0
5238,Manhattan,Entire home/apt,304,Entire Unit,3,1.0,1.0
5246,Manhattan,Private room,180,Entire Unit,3,1.0,1.0
5247,Queens,Private room,70,Private Room,1,1.0,1.0
5254,Manhattan,Entire home/apt,250,Entire Unit,3,2.0,1.0
5255,Brooklyn,Entire home/apt,125,Entire Unit,2,1.0,1.0
5256,Brooklyn,Private room,50,Private Room,2,1.0,1.5
5260,Brooklyn,Entire home/apt,110,Entire Unit,2,1.0,1.0
5266,Queens,Private room,58,Private Room,2,1.0,1.0
5269,Manhattan,Entire home/apt,250,Entire Unit,4,1.0,1.0
5282,Brooklyn,Entire home/apt,94,Entire Unit,4,1.0,1.0
5294,Queens,Private room,77,Private Room,2,1.0,1.0
5297,Manhattan,Entire home/apt,190,Entire Unit,5,1.0,1.0
5299,Manhattan,Entire home/apt,230,Entire Unit,5,3.0,1.0
5300,Manhattan,Entire home/apt,250,Entire Unit,5,2.0,1.0
5311,Manhattan,Private room,209,Private Room,2,1.0,1.0
5315,Manhattan,Entire home/apt,104,Entire Unit,2,0.0,1.0
5321,Brooklyn,Private room,69,Private Room,3,1.0,1.0
5322,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,1.0
5323,Brooklyn,Entire home/apt,199,Entire Unit,4,2.0,1.0
5331,Manhattan,Private room,75,Private Room,2,1.0,1.0
5335,Manhattan,Private room,55,Private Room,1,1.0,1.0
5341,Queens,Entire home/apt,200,Entire Unit,4,2.0,1.0
5346,Brooklyn,Private room,70,Private Room,1,1.0,1.0
5348,Brooklyn,Private room,50,Private Room,1,1.0,2.0
5350,Manhattan,Entire home/apt,285,Entire Unit,2,1.0,1.0
5352,Brooklyn,Private room,130,Private Room,2,1.0,1.0
5374,Brooklyn,Private room,70,Private Room,2,1.0,1.5
5376,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
5377,Manhattan,Private room,62,Private Room,1,1.0,1.0
5379,Manhattan,Entire home/apt,70,Entire Unit,2,1.0,1.0
5384,Brooklyn,Private room,60,Private Room,2,1.0,1.5
5389,Manhattan,Private room,90,Private Room,2,1.0,1.0
5390,Manhattan,Entire home/apt,70,Entire Unit,2,1.0,1.0
5393,Manhattan,Entire home/apt,80,Entire Unit,2,1.0,1.0
5394,Manhattan,Entire home/apt,80,Entire Unit,2,1.0,1.0
5395,Manhattan,Entire home/apt,310,Entire Unit,2,1.0,1.0
5396,Manhattan,Entire home/apt,70,Entire Unit,2,1.0,1.0
5398,Queens,Private room,65,Private Room,1,1.0,1.0
5400,Brooklyn,Private room,50,Private Room,2,1.0,1.0
5401,Manhattan,Entire home/apt,240,Entire Unit,4,1.0,1.0
5404,Brooklyn,Private room,75,Private Room,2,1.0,1.0
5406,Manhattan,Entire home/apt,182,Entire Unit,2,1.0,1.0
5408,Manhattan,Private room,61,Private Room,1,1.0,1.0
5414,Brooklyn,Entire home/apt,85,Entire Unit,3,1.0,1.0
5420,Manhattan,Entire home/apt,295,Entire Unit,5,2.0,2.0
5423,Manhattan,Entire home/apt,145,Entire Unit,3,1.0,1.0
5428,Manhattan,Entire home/apt,275,Entire Unit,5,2.0,1.0
5431,Manhattan,Entire home/apt,99,Entire Unit,2,1.0,1.0
5433,Manhattan,Entire home/apt,190,Entire Unit,4,1.0,1.0
5436,Manhattan,Entire home/apt,325,Entire Unit,4,1.0,1.0
5438,Brooklyn,Private room,50,Private Room,2,1.0,1.0
5443,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
5445,Queens,Private room,70,Private Room,1,1.0,1.0
5449,Brooklyn,Entire home/apt,320,Entire Unit,6,3.0,2.5
5461,Brooklyn,Entire home/apt,186,Entire Unit,4,2.0,1.0
5470,Manhattan,Entire home/apt,200,Entire Unit,3,2.0,1.0
5471,Manhattan,Entire home/apt,265,Entire Unit,4,1.0,1.0
5474,Brooklyn,Entire home/apt,218,Entire Unit,4,1.0,1.0
5480,Brooklyn,Private room,62,Private Room,2,1.0,1.0
5483,Queens,Entire home/apt,109,Entire Unit,5,1.0,1.0
5485,Manhattan,Entire home/apt,289,Entire Unit,6,2.0,1.0
5486,Queens,Private room,37,Private Room,1,1.0,1.0
5487,Manhattan,Private room,44,Private Room,2,1.0,2.0
5489,Brooklyn,Private room,55,Private Room,1,1.0,1.0
5491,Brooklyn,Entire home/apt,130,Entire Unit,2,1.0,1.0
5494,Manhattan,Entire home/apt,250,Entire Unit,5,2.0,2.0
5508,Brooklyn,Entire home/apt,135,Entire Unit,2,1.0,1.0
5509,Queens,Entire home/apt,100,Entire Unit,2,1.0,1.0
5519,Manhattan,Entire home/apt,120,Entire Unit,2,1.0,1.0
5525,Brooklyn,Entire home/apt,155,Entire Unit,4,2.0,1.0
5530,Brooklyn,Private room,79,Private Room,4,1.0,1.0
5534,Brooklyn,Private room,45,Private Room,1,1.0,1.0
5538,Brooklyn,Entire home/apt,125,Private Room,2,1.0,1.0
5545,Manhattan,Entire home/apt,200,Entire Unit,5,1.0,1.0
5547,Queens,Private room,43,Private Room,1,1.0,1.0
5553,Brooklyn,Entire home/apt,90,Private Room,1,1.0,1.5
5557,Brooklyn,Entire home/apt,220,Entire Unit,6,3.0,2.0
5565,Brooklyn,Private room,55,Private Room,2,1.0,1.0
5566,Manhattan,Private room,85,Private Room,2,1.0,1.0
5580,Manhattan,Private room,62,Private Room,2,1.0,2.0
5585,Brooklyn,Entire home/apt,120,Entire Unit,4,2.0,1.0
5587,Manhattan,Private room,135,Private Room,3,1.0,1.0
5588,Brooklyn,Entire home/apt,300,Entire Unit,6,3.0,2.0
5601,Manhattan,Private room,125,Private Room,1,1.0,1.0
5602,Manhattan,Private room,100,Private Room,1,1.0,1.0
5604,Brooklyn,Entire home/apt,125,Entire Unit,4,1.0,1.0
5605,Brooklyn,Entire home/apt,123,Entire Unit,2,0.0,1.0
5606,Brooklyn,Entire home/apt,95,Entire Unit,5,2.0,1.0
5609,Brooklyn,Entire home/apt,250,Entire Unit,2,1.0,1.0
5621,Brooklyn,Entire home/apt,146,Entire Unit,1,0.0,1.0
5626,Manhattan,Private room,130,Private Room,4,1.0,1.5
5627,Brooklyn,Entire home/apt,90,Entire Unit,2,1.0,1.0
5629,Brooklyn,Entire home/apt,115,Entire Unit,4,2.0,1.0
5630,Manhattan,Private room,90,Private Room,1,1.0,1.0
5644,Queens,Private room,65,Private Room,4,1.0,1.0
5650,Brooklyn,Entire home/apt,130,Entire Unit,4,1.0,1.0
5654,Brooklyn,Entire home/apt,160,Entire Unit,2,1.0,1.0
5657,Brooklyn,Private room,75,Private Room,2,1.0,1.5
5659,Brooklyn,Entire home/apt,128,Entire Unit,2,2.0,1.0
5670,Brooklyn,Private room,60,Private Room,1,1.0,1.5
5674,Bronx,Entire home/apt,87,Entire Unit,2,1.0,1.0
5676,Brooklyn,Private room,55,Private Room,1,1.0,1.0
5683,Manhattan,Entire home/apt,83,Entire Unit,2,0.0,1.0
5704,Brooklyn,Entire home/apt,140,Entire Unit,5,3.0,1.0
5705,Manhattan,Private room,72,Private Room,1,1.0,1.0
5708,Brooklyn,Entire home/apt,185,Entire Unit,3,2.0,1.5
5714,Manhattan,Private room,80,Private Room,2,1.0,1.0
5715,Manhattan,Entire home/apt,125,Entire Unit,2,1.0,1.0
5719,Brooklyn,Private room,65,Private Room,2,1.0,1.0
5723,Brooklyn,Private room,60,Private Room,2,1.0,1.0
5729,Manhattan,Entire home/apt,149,Entire Unit,3,1.0,1.0
5730,Queens,Private room,39,Private Room,1,1.0,1.0
5731,Brooklyn,Private room,100,Private Room,1,1.0,1.0
5733,Brooklyn,Entire home/apt,206,Entire Unit,2,1.0,1.0
5736,Brooklyn,Entire home/apt,150,Entire Unit,5,3.0,1.0
5742,Bronx,Private room,64,Private Room,2,1.0,1.0
5750,Brooklyn,Private room,70,Private Room,2,1.0,1.0
5768,Manhattan,Private room,101,Private Room,3,1.0,1.0
5770,Brooklyn,Private room,50,Private Room,2,1.0,1.0
5772,Manhattan,Entire home/apt,249,Entire Unit,3,1.0,1.0
5773,Manhattan,Entire home/apt,249,Entire Unit,5,2.0,2.0
5783,Queens,Private room,90,Private Room,2,1.0,1.0
5786,Queens,Private room,70,Private Room,1,1.0,1.0
5789,Manhattan,Entire home/apt,150,Entire Unit,4,1.0,1.0
5792,Queens,Entire home/apt,200,Entire Unit,4,1.0,1.0
5800,Manhattan,Entire home/apt,300,Entire Unit,4,2.0,1.0
5809,Brooklyn,Private room,99,Private Room,2,1.0,1.0
5824,Brooklyn,Entire home/apt,40,Entire Unit,2,1.0,1.0
5836,Manhattan,Entire home/apt,215,Entire Unit,4,2.0,2.0
5837,Manhattan,Entire home/apt,110,Entire Unit,3,0.0,1.0
5838,Manhattan,Entire home/apt,110,Entire Unit,3,0.0,1.0
5845,Manhattan,Entire home/apt,225,Entire Unit,5,2.0,1.0
5846,Manhattan,Entire home/apt,174,Entire Unit,1,1.0,1.0
5848,Brooklyn,Private room,102,Private Room,2,1.0,1.0
5850,Manhattan,Entire home/apt,120,Entire Unit,3,0.0,1.0
5853,Queens,Private room,55,Private Room,1,1.0,1.0
5863,Brooklyn,Private room,100,Private Room,2,1.0,1.0
5876,Brooklyn,Private room,25,Private Room,1,1.0,1.0
5880,Manhattan,Entire home/apt,150,Entire Unit,2,1.0,1.0
5885,Brooklyn,Private room,85,Private Room,3,1.0,1.0
5895,Brooklyn,Private room,55,Private Room,2,1.0,1.0
5900,Manhattan,Entire home/apt,110,Entire Unit,3,0.0,1.0
5901,Manhattan,Private room,75,Private Room,1,2.0,1.5
5903,Manhattan,Entire home/apt,110,Entire Unit,3,0.0,1.0
5905,Manhattan,Entire home/apt,155,Entire Unit,2,0.0,1.0
5906,Manhattan,Entire home/apt,165,Entire Unit,6,3.0,1.0
5907,Manhattan,Entire home/apt,115,Entire Unit,4,1.0,1.0
5908,Manhattan,Entire home/apt,150,Entire Unit,5,2.0,1.0
5909,Manhattan,Entire home/apt,125,Entire Unit,4,1.0,1.0
5911,Manhattan,Entire home/apt,150,Entire Unit,5,2.0,1.0
5912,Manhattan,Entire home/apt,150,Entire Unit,5,2.0,1.0
5913,Manhattan,Entire home/apt,150,Entire Unit,5,2.0,1.0
5915,Manhattan,Private room,100,Private Room,2,1.0,1.0
5924,Manhattan,Entire home/apt,150,Entire Unit,3,0.0,1.0
5926,Manhattan,Entire home/apt,115,Entire Unit,1,1.0,1.0
5928,Manhattan,Entire home/apt,200,Entire Unit,3,1.0,1.0
5930,Brooklyn,Private room,137,Entire Unit,2,0.0,1.0
5932,Manhattan,Entire home/apt,150,Entire Unit,4,2.0,1.0
5935,Brooklyn,Entire home/apt,189,Entire Unit,2,0.0,1.0
5941,Brooklyn,Entire home/apt,199,Entire Unit,2,0.0,1.0
5943,Brooklyn,Entire home/apt,189,Entire Unit,2,1.0,1.0
5950,Manhattan,Private room,125,Private Room,2,1.0,1.0
5952,Brooklyn,Entire home/apt,179,Entire Unit,2,0.0,1.0
5953,Brooklyn,Private room,50,Private Room,2,1.0,2.0
5954,Brooklyn,Private room,189,Entire Unit,2,0.0,1.0
5955,Brooklyn,Entire home/apt,67,Entire Unit,3,1.0,1.0
5961,Brooklyn,Entire home/apt,205,Entire Unit,2,0.0,1.0
5977,Manhattan,Private room,95,Private Room,1,1.0,1.0
5980,Brooklyn,Entire home/apt,153,Entire Unit,4,2.0,1.0
5985,Queens,Entire home/apt,179,Entire Unit,6,2.0,1.0
5987,Brooklyn,Entire home/apt,225,Entire Unit,6,2.0,1.0
5989,Brooklyn,Entire home/apt,129,Entire Unit,2,0.0,1.0
5990,Manhattan,Private room,110,Private Room,2,1.0,1.0
5994,Manhattan,Entire home/apt,120,Entire Unit,3,1.0,1.0
6003,Manhattan,Private room,100,Private Room,2,1.0,1.0
6011,Brooklyn,Entire home/apt,199,Entire Unit,6,2.0,1.5
6013,Brooklyn,Private room,95,Entire Unit,4,2.0,2.0
6021,Manhattan,Entire home/apt,99,Entire Unit,2,0.0,1.0
6022,Queens,Private room,37,Private Room,2,1.0,1.0
6029,Brooklyn,Entire home/apt,99,Entire Unit,2,0.0,1.0
6032,Brooklyn,Private room,79,Private Room,2,1.0,1.0
6036,Manhattan,Entire home/apt,165,Entire Unit,2,1.0,1.0
6037,Brooklyn,Private room,149,Entire Unit,2,0.0,1.0
6038,Brooklyn,Entire home/apt,129,Entire Unit,2,0.0,1.0
6040,Brooklyn,Entire home/apt,120,Entire Unit,2,1.0,1.0
6045,Manhattan,Entire home/apt,199,Entire Unit,4,0.0,1.0
6047,Queens,Private room,48,Private Room,2,1.0,1.0
6051,Manhattan,Entire home/apt,220,Entire Unit,3,1.0,1.0
6052,Brooklyn,Private room,175,Private Room,2,1.0,1.0
6056,Brooklyn,Entire home/apt,143,Entire Unit,2,1.0,1.0
6062,Queens,Entire home/apt,60,Entire Unit,2,1.0,1.0
6065,Brooklyn,Entire home/apt,165,Entire Unit,2,1.0,1.0
6067,Manhattan,Entire home/apt,230,Entire Unit,3,2.0,1.0
6068,Brooklyn,Entire home/apt,70,Entire Unit,3,1.0,1.0
6069,Manhattan,Entire home/apt,285,Entire Unit,5,2.0,1.0
6075,Brooklyn,Entire home/apt,295,Entire Unit,6,2.0,1.0
6077,Queens,Entire home/apt,69,Entire Unit,3,1.0,1.0
6082,Brooklyn,Private room,149,Private Room,2,1.0,1.0
6088,Brooklyn,Entire home/apt,99,Entire Unit,2,1.0,1.5
6090,Brooklyn,Private room,65,Private Room,2,1.0,1.0
6092,Brooklyn,Private room,60,Private Room,2,1.0,1.0
6093,Brooklyn,Entire home/apt,150,Entire Unit,3,1.0,1.0
6094,Brooklyn,Entire home/apt,99,Entire Unit,4,2.0,1.0
6096,Manhattan,Private room,65,Private Room,2,1.0,1.0
6098,Manhattan,Entire home/apt,260,Entire Unit,6,3.0,2.0
6102,Brooklyn,Entire home/apt,113,Entire Unit,2,1.0,1.0
6104,Queens,Entire home/apt,180,Entire Unit,2,1.0,1.0
6107,Manhattan,Private room,80,Private Room,2,1.0,1.0
6108,Manhattan,Entire home/apt,110,Entire Unit,4,2.0,1.0
6109,Brooklyn,Entire home/apt,155,Entire Unit,4,2.0,1.0
6111,Queens,Private room,38,Entire Unit,3,2.0,1.0
6116,Manhattan,Private room,30,Private Room,2,1.0,1.0
6117,Queens,Private room,50,Private Room,2,1.0,1.5
6118,Queens,Private room,50,Private Room,2,1.0,1.0
6125,Manhattan,Entire home/apt,135,Entire Unit,3,1.0,1.0
6126,Brooklyn,Entire home/apt,125,Entire Unit,4,1.0,1.0
6136,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
6140,Manhattan,Entire home/apt,120,Entire Unit,3,0.0,1.0
6141,Staten Island,Private room,50,Private Room,2,1.0,1.0
6143,Brooklyn,Entire home/apt,175,Entire Unit,2,1.0,1.0
6145,Brooklyn,Private room,70,Private Room,2,1.0,1.0
6149,Brooklyn,Entire home/apt,160,Entire Unit,4,2.0,1.0
6150,Brooklyn,Entire home/apt,120,Entire Unit,3,1.0,1.0
6153,Manhattan,Entire home/apt,115,Entire Unit,4,0.0,1.0
6157,Manhattan,Entire home/apt,220,Entire Unit,2,1.0,1.0
6158,Manhattan,Entire home/apt,275,Entire Unit,4,2.0,1.5
6159,Queens,Entire home/apt,125,Entire Unit,5,2.0,1.5
6161,Queens,Private room,49,Private Room,1,1.0,1.0
6162,Manhattan,Entire home/apt,196,Entire Unit,2,1.0,1.0
6163,Brooklyn,Private room,64,Private Room,2,1.0,1.0
6168,Brooklyn,Entire home/apt,85,Entire Unit,2,0.0,1.0
6173,Brooklyn,Entire home/apt,125,Entire Unit,4,1.0,1.0
6174,Manhattan,Entire home/apt,200,Entire Unit,2,1.0,1.0
6176,Brooklyn,Entire home/apt,154,Entire Unit,4,0.0,1.0
6177,Manhattan,Entire home/apt,140,Entire Unit,2,0.0,1.0
6180,Brooklyn,Private room,45,Private Room,1,1.0,1.0
6183,Brooklyn,Entire home/apt,220,Entire Unit,2,1.0,1.0
6184,Brooklyn,Entire home/apt,125,Entire Unit,2,1.0,1.0
6185,Brooklyn,Entire home/apt,150,Entire Unit,2,0.0,1.0
6189,Brooklyn,Private room,50,Private Room,1,1.0,1.5
6197,Brooklyn,Entire home/apt,135,Entire Unit,2,1.0,1.0
6200,Manhattan,Entire home/apt,125,Entire Unit,2,0.0,1.0
6201,Brooklyn,Private room,50,Private Room,2,1.0,1.0
6205,Brooklyn,Shared room,79,Shared Room,2,1.0,1.0
6209,Manhattan,Entire home/apt,130,Entire Unit,3,0.0,1.0
6210,Manhattan,Private room,99,Private Room,2,1.0,1.0
6215,Brooklyn,Entire home/apt,75,Entire Unit,4,1.0,1.0
6216,Brooklyn,Entire home/apt,98,Entire Unit,2,1.0,1.0
6221,Brooklyn,Private room,77,Entire Unit,4,2.0,1.0
6224,Manhattan,Entire home/apt,200,Entire Unit,3,1.0,1.0
6240,Brooklyn,Entire home/apt,155,Entire Unit,5,2.0,1.0
6242,Manhattan,Private room,80,Private Room,2,1.0,1.0
6246,Brooklyn,Private room,45,Private Room,2,1.0,1.0
6247,Manhattan,Private room,64,Private Room,2,1.0,1.0
