id,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds
39923176,Room in boutique hotel,Private room,2,1 private bath,1,1
39923241,Room in boutique hotel,Private room,2,1 private bath,1,2
39923324,Room in boutique hotel,Private room,2,1 private bath,1,1
39923544,Room in boutique hotel,Private room,2,1 private bath,1,2
39923724,Room in boutique hotel,Private room,2,1 private bath,1,1
39925395,Entire condo,Entire home/apt,6,1.5 baths,3,4
39925642,Private room in rental unit,Private room,2,1 shared bath,1,1
39929061,Entire rental unit,Entire home/apt,2,1 bath,2,2
39930214,Private room in rental unit,Private room,1,1 shared bath,1,1
39937438,Entire rental unit,Entire home/apt,4,1 bath,1,2
39939381,Entire rental unit,Entire home/apt,5,2 baths,2,3
39940774,Entire rental unit,Entire home/apt,2,1 bath,1,1
39940831,Entire rental unit,Entire home/apt,2,1 bath,1,1
39943815,Entire guest suite,Entire home/apt,2,1 bath,1,1
39945357,Private room in rental unit,Private room,1,1 shared bath,5,1
39947182,Private room in rental unit,Private room,1,1 shared bath,1,1
39950446,Private room in rental unit,Private room,2,1 shared bath,1,1
39951152,Private room in rental unit,Private room,2,1 shared bath,1,1
39952819,Entire home,Entire home/apt,4,2.5 baths,2,2
39953432,Private room in rental unit,Private room,2,1 private bath,1,1
39953514,Private room in townhouse,Private room,4,1 private bath,2,2
39954574,Private room in rental unit,Private room,1,1 bath,1,1
39955583,Private room in townhouse,Private room,2,2.5 shared baths,1,1
39961750,Entire rental unit,Entire home/apt,1,1 bath,1,2
39965017,Entire loft,Entire home/apt,6,1 bath,2,2
39965746,Entire rental unit,Entire home/apt,2,1 bath,1,1
39969287,Private room in home,Private room,1,2.5 shared baths,1,1
39969457,Private room in rental unit,Private room,2,1 bath,1,1
39970059,Private room in rental unit,Private room,2,1 shared bath,1,1
39970944,Private room in rental unit,Private room,2,1 private bath,1,2
39971399,Entire rental unit,Entire home/apt,4,1 bath,1,2
39972810,Entire condo,Entire home/apt,3,1 bath,1,1
39981492,Private room in guesthouse,Private room,5,1 private bath,2,3
39985482,Entire rental unit,Entire home/apt,2,1 bath,1,1
39987747,Entire rental unit,Entire home/apt,6,1 bath,2,2
39989070,Entire loft,Entire home/apt,2,1 bath,1,1
39989753,Private room in rental unit,Private room,4,1 shared bath,1,2
40002632,Entire rental unit,Entire home/apt,2,1 bath,1,1
40002939,Private room in rental unit,Private room,1,1 shared bath,1,1
40003458,Entire rental unit,Entire home/apt,2,1 bath,1,2
40003504,Private room in loft,Private room,6,1.5 baths,1,1
40004654,Private room in rental unit,Private room,1,1 shared bath,1,1
40008777,Private room in rental unit,Private room,1,1 shared bath,1,1
40010350,Private room in home,Private room,3,1 shared bath,1,2
40010639,Entire rental unit,Entire home/apt,3,1 bath,1,2
40011270,Entire rental unit,Entire home/apt,5,1 bath,3,3
40011580,Private room in condo,Private room,8,1 shared bath,1,5
40012774,Entire rental unit,Entire home/apt,5,1 bath,2,2
40013958,Private room in home,Private room,4,1.5 shared baths,1,2
40015168,Private room in rental unit,Private room,2,1 shared bath,1,1
40017071,Private room in rental unit,Private room,2,1 shared bath,1,1
40026658,Entire rental unit,Entire home/apt,2,2 baths,3,2
40028007,Entire rental unit,Entire home/apt,2,1 bath,,1
40028710,Private room in rental unit,Private room,2,1 shared bath,1,1
40028728,Entire rental unit,Entire home/apt,3,1 bath,1,1
40030014,Entire rental unit,Entire home/apt,2,1 bath,1,1
40030465,Entire townhouse,Entire home/apt,4,1 bath,1,2
40031760,Entire guesthouse,Entire home/apt,8,2 baths,3,5
40033880,Entire rental unit,Entire home/apt,6,1.5 baths,2,3
40035713,Private room in bed and breakfast,Private room,3,1.5 baths,1,2
40037636,Private room in rental unit,Private room,2,1 private bath,,1
40039476,Entire rental unit,Entire home/apt,3,1 bath,1,1
40040199,Entire rental unit,Entire home/apt,4,1 bath,1,1
40040224,Entire rental unit,Entire home/apt,5,1 bath,1,3
40040229,Private room in rental unit,Private room,2,1 bath,1,1
40040311,Entire rental unit,Entire home/apt,6,1 bath,2,4
40047091,Entire rental unit,Entire home/apt,4,2 baths,2,2
40053751,Private room in home,Private room,2,1 private bath,1,1
40054504,Entire rental unit,Entire home/apt,2,1 bath,1,1
40055504,Private room in townhouse,Private room,2,1 private bath,1,1
40056707,Entire rental unit,Entire home/apt,2,1 bath,,2
40056966,Private room in townhouse,Private room,2,1 shared bath,1,1
40057138,Entire rental unit,Entire home/apt,6,1 bath,3,3
40059707,Private room in rental unit,Private room,2,1 private bath,1,1
40060307,Private room in rental unit,Private room,1,1 shared bath,1,1
40061197,Private room in home,Private room,2,1 shared bath,1,1
40062883,Entire rental unit,Entire home/apt,4,1 bath,2,2
40067442,Private room in rental unit,Private room,1,1 shared bath,1,1
40068404,Private room in home,Private room,2,2 shared baths,1,1
40070974,Private room in rental unit,Private room,1,1 private bath,1,1
40073440,Private room in townhouse,Private room,2,1 shared bath,1,1
40073454,Private room in townhouse,Private room,2,1 shared bath,1,1
40078748,Entire rental unit,Entire home/apt,3,1.5 baths,1,1
40080502,Private room in tiny home,Private room,2,1 private bath,1,2
40083498,Entire rental unit,Entire home/apt,2,1 bath,2,2
40085827,Private room in home,Private room,2,1 shared bath,1,2
40086154,Private room in home,Private room,4,1 shared bath,1,1
40086915,Private room in rental unit,Private room,2,1.5 baths,1,
40088712,Entire rental unit,Entire home/apt,4,1 bath,1,1
40090536,Entire rental unit,Entire home/apt,2,1 bath,,1
40091096,Entire rental unit,Entire home/apt,2,1 bath,1,1
40091689,Private room in rental unit,Private room,1,1 shared bath,1,2
40092387,Private room in home,Private room,2,1 shared bath,,1
40092482,Entire rental unit,Entire home/apt,4,1 bath,1,1
40092670,Private room in rental unit,Private room,2,1 shared bath,1,1
40093279,Private room in home,Private room,2,1 shared bath,1,1
40093570,Entire condo,Entire home/apt,6,2 baths,2,3
40095318,Private room in rental unit,Private room,1,1 shared bath,1,1
40095816,Private room in rental unit,Private room,2,1 shared bath,1,
40095902,Private room in rental unit,Private room,1,1 shared bath,1,1
40105828,Private room in condo,Private room,2,1 bath,1,1
40107156,Private room in rental unit,Private room,2,1 shared bath,1,1
40111031,Entire rental unit,Entire home/apt,2,1 bath,,1
40111477,Private room in rental unit,Private room,3,1 shared bath,1,1
40113121,Private room in rental unit,Private room,2,1 shared bath,1,1
40115492,Private room in rental unit,Private room,2,2 shared baths,1,1
40115768,Entire rental unit,Entire home/apt,4,1 bath,1,1
40116841,Private room in rental unit,Private room,1,1 bath,1,1
40118140,Entire rental unit,Entire home/apt,2,1 bath,2,2
40118407,Private room in condo,Private room,2,1 shared bath,1,3
40119361,Private room in condo,Private room,2,1 shared bath,1,1
40122178,Shared room in rental unit,Shared room,4,1.5 shared baths,1,2
40127447,Entire rental unit,Entire home/apt,4,1 bath,2,2
40130860,Entire rental unit,Entire home/apt,4,1 bath,,1
40131065,Entire rental unit,Entire home/apt,6,2 baths,3,4
40134763,Private room in rental unit,Private room,2,1 shared bath,1,1
40134882,Entire rental unit,Entire home/apt,2,1 bath,1,1
40134953,Entire rental unit,Entire home/apt,2,1 bath,,1
40135849,Entire rental unit,Entire home/apt,3,1 bath,1,2
40137674,Private room in rental unit,Private room,1,1 shared bath,1,1
40137765,Entire condo,Entire home/apt,3,2 baths,2,2
40140478,Entire rental unit,Entire home/apt,2,1 bath,1,1
40140523,Entire rental unit,Entire home/apt,2,1 bath,1,1
40140872,Private room in rental unit,Private room,1,1.5 baths,1,1
40141307,Entire rental unit,Entire home/apt,2,1 bath,,1
40152094,Entire condo,Entire home/apt,16,1 bath,,1
40152377,Private room in home,Private room,2,1 shared bath,1,1
40154152,Entire guest suite,Entire home/apt,2,1 bath,,1
40154213,Private room in rental unit,Private room,4,1 shared bath,1,1
40156479,Entire home,Entire home/apt,4,2.5 baths,3,3
40157202,Private room in townhouse,Private room,2,1 shared bath,1,1
40157251,Entire loft,Entire home/apt,2,1 bath,1,1
40157361,Entire rental unit,Entire home/apt,4,1 bath,2,2
40158014,Private room in rental unit,Private room,2,1 shared bath,1,1
40158019,Entire home,Entire home/apt,3,1 bath,1,1
40158792,Entire rental unit,Entire home/apt,3,1 bath,1,1
40159138,Entire rental unit,Entire home/apt,6,1 bath,2,3
40159446,Shared room in rental unit,Shared room,1,1 shared bath,1,1
40160578,Entire rental unit,Entire home/apt,6,1 bath,2,2
40162918,Entire rental unit,Entire home/apt,2,1 bath,,1
40162964,Shared room in rental unit,Shared room,1,1 shared bath,1,1
40163580,Shared room in rental unit,Shared room,1,1 shared bath,1,1
40163701,Shared room in rental unit,Shared room,1,1 shared bath,1,1
40163795,Shared room in rental unit,Shared room,1,1 shared bath,1,1
40171124,Entire loft,Entire home/apt,4,1 bath,,1
40171561,Entire rental unit,Entire home/apt,6,1 bath,3,3
40173750,Private room in rental unit,Private room,2,1 shared bath,1,2
40173982,Room in boutique hotel,Private room,4,2 baths,1,2
40177928,Private room in home,Private room,1,1 private bath,1,1
40178205,Entire rental unit,Entire home/apt,4,1 bath,1,1
40178248,Private room in rental unit,Private room,3,1 shared bath,1,1
40179986,Entire rental unit,Entire home/apt,2,1 bath,,1
40180189,Private room in rental unit,Private room,2,1 shared bath,1,1
40181084,Private room in rental unit,Private room,2,1 bath,1,
40182466,Entire townhouse,Entire home/apt,5,2.5 baths,3,4
40182687,Private room in rental unit,Private room,2,1 bath,1,1
40184659,Private room in rental unit,Private room,2,1 shared bath,1,
40192946,Private room in home,Private room,6,1 private bath,2,3
40197148,Entire rental unit,Entire home/apt,2,1 bath,,1
40197518,Entire rental unit,Entire home/apt,3,1 bath,1,2
40198915,Private room in home,Private room,4,1 shared bath,1,2
40199356,Private room in rental unit,Private room,2,2 baths,1,
40199757,Private room in condo,Private room,2,1 shared bath,1,
40200193,Entire rental unit,Entire home/apt,2,1 bath,1,1
40200949,Entire home,Entire home/apt,5,2.5 baths,3,2
40202748,Entire rental unit,Entire home/apt,4,1 bath,1,1
40203774,Entire rental unit,Entire home/apt,4,1 bath,1,2
40206021,Entire rental unit,Entire home/apt,5,2 baths,2,2
40207943,Entire rental unit,Entire home/apt,4,1 bath,2,2
40208975,Private room in rental unit,Private room,2,1 private bath,1,1
40211098,Entire rental unit,Entire home/apt,4,1 bath,2,2
40212454,Private room in condo,Private room,2,1 shared bath,1,2
40215699,Entire rental unit,Entire home/apt,4,2 baths,2,2
40222146,Entire rental unit,Entire home/apt,2,1 bath,1,1
40223498,Private room in rental unit,Private room,2,1 private bath,1,1
40225204,Entire rental unit,Entire home/apt,2,1 bath,1,1
40227162,Entire rental unit,Entire home/apt,3,1 bath,1,2
40227195,Private room in rental unit,Private room,2,1 bath,1,1
40231357,Entire condo,Entire home/apt,4,2 baths,2,2
40231754,Entire rental unit,Entire home/apt,2,1.5 baths,1,1
40233539,Private room in rental unit,Private room,2,1 bath,1,1
40236049,Entire serviced apartment,Entire home/apt,2,1 bath,1,1
40236060,Entire serviced apartment,Entire home/apt,2,1 bath,,
40236063,Entire serviced apartment,Entire home/apt,2,1 bath,,
40236067,Entire serviced apartment,Entire home/apt,2,1 bath,1,1
40236072,Entire serviced apartment,Entire home/apt,2,1 bath,,
40236074,Entire serviced apartment,Entire home/apt,2,1 bath,1,1
40236081,Entire serviced apartment,Entire home/apt,2,1 bath,1,1
40236084,Entire serviced apartment,Entire home/apt,2,1 bath,1,1
40237882,Entire rental unit,Entire home/apt,2,1 bath,1,1
40239407,Entire home,Entire home/apt,7,1 bath,3,5
40239419,Shared room in condo,Shared room,2,1 shared bath,1,1
40239461,Entire townhouse,Entire home/apt,6,2 baths,2,2
40244371,Lighthouse,Entire home/apt,5,1 bath,2,5
40247800,Entire rental unit,Entire home/apt,2,1 bath,1,1
40253255,Entire rental unit,Entire home/apt,2,1 bath,1,1
40254550,Entire rental unit,Entire home/apt,4,1 bath,2,2
40255977,Private room in rental unit,Private room,2,1 shared bath,1,1
40256445,Entire rental unit,Entire home/apt,4,1 bath,1,2
40256858,Private room in loft,Private room,1,1 shared bath,1,1
40256959,Private room in rental unit,Private room,2,1 shared bath,1,
40261940,Entire rental unit,Entire home/apt,5,1 bath,2,3
40263789,Entire rental unit,Entire home/apt,10,2 baths,5,7
40264373,Private room in rental unit,Private room,1,1 shared bath,1,1
40264477,Private room in rental unit,Private room,1,1 shared bath,1,1
40266114,Private room in rental unit,Private room,2,1 shared bath,1,1
40268621,Private room in rental unit,Private room,1,1 shared bath,1,1
40274732,Private room in rental unit,Private room,2,1 shared bath,1,1
40277371,Private room in rental unit,Private room,1,1 shared bath,1,
40279289,Private room in rental unit,Private room,1,3 shared baths,1,1
40280060,Private room in rental unit,Private room,2,2 shared baths,1,1
40281351,Private room in rental unit,Private room,1,1 shared bath,1,1
