id,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds
20497853,Private room in rental unit,Private room,1,1 shared bath,1,1
20498261,Private room in rental unit,Private room,4,1.5 shared baths,2,2
20498653,Private room in rental unit,Private room,2,1 shared bath,1,1
20499229,Entire rental unit,Entire home/apt,3,1 bath,1,1
20499306,Private room in rental unit,Private room,1,2 shared baths,1,1
20501444,Private room in rental unit,Private room,2,1 shared bath,1,1
20504573,Entire rental unit,Entire home/apt,2,1 bath,1,1
20506551,Private room in rental unit,Private room,2,1 shared bath,1,1
20518193,Entire rental unit,Entire home/apt,7,2.5 baths,4,4
20520689,Entire rental unit,Entire home/apt,3,1 bath,1,1
20521092,Private room in rental unit,Private room,2,1 shared bath,1,1
20522971,Entire rental unit,Entire home/apt,6,1 bath,2,3
20523741,Entire rental unit,Entire home/apt,2,1 bath,,1
20523843,Private room in townhouse,Private room,2,2.5 shared baths,1,2
20527413,Private room in condo,Private room,2,1 shared bath,1,1
20532490,Entire rental unit,Entire home/apt,4,1 bath,1,1
20534562,Entire rental unit,Entire home/apt,2,1 bath,2,2
20541892,Entire rental unit,Entire home/apt,4,1 bath,2,8
20551387,Private room in rental unit,Private room,2,1 shared bath,1,1
20552326,Private room in home,Private room,2,1 shared bath,1,1
20552425,Private room in rental unit,Private room,2,1 shared bath,1,1
20552544,Private room in rental unit,Private room,2,1 shared bath,1,1
20553283,Private room in home,Private room,1,1 shared bath,1,1
20555569,Private room in rental unit,Private room,1,1 shared bath,1,1
20556622,Private room in home,Private room,1,1 shared bath,1,1
20557017,Entire rental unit,Entire home/apt,5,1 bath,2,2
20558461,Private room in townhouse,Private room,2,1 shared bath,1,1
20561751,Private room in home,Private room,1,1 shared bath,1,1
20568215,Entire rental unit,Entire home/apt,4,1 bath,2,2
20569589,Entire rental unit,Entire home/apt,3,1 bath,1,1
20570202,Entire rental unit,Entire home/apt,1,1 bath,2,2
20570291,Entire rental unit,Entire home/apt,4,1 bath,1,2
20570327,Private room in resort,Private room,4,2 baths,1,2
20570865,Private room in rental unit,Private room,2,1 shared bath,1,1
20571263,Entire rental unit,Entire home/apt,3,1 bath,1,1
20572019,Entire home,Entire home/apt,4,1 bath,3,4
20572398,Private room in rental unit,Private room,2,1 shared bath,1,1
20572472,Entire rental unit,Entire home/apt,2,1 bath,1,1
20572837,Private room in rental unit,Private room,1,1 shared bath,1,1
20573255,Entire townhouse,Entire home/apt,3,1 bath,1,1
20573565,Private room in rental unit,Private room,2,1 shared bath,1,1
20574057,Private room in rental unit,Private room,2,1 shared bath,1,1
20581823,Private room in rental unit,Private room,1,1 shared bath,1,1
20581903,Private room in townhouse,Private room,2,1 shared bath,1,1
20582991,Entire place,Entire home/apt,1,1 bath,,1
20583124,Entire rental unit,Entire home/apt,2,1 bath,,2
20583325,Entire place,Entire home/apt,1,1 bath,,1
20583769,Private room in townhouse,Private room,2,1 shared bath,1,1
20583998,Private room in rental unit,Private room,3,1 shared bath,1,1
20584605,Private room in rental unit,Private room,1,1 bath,1,1
20587133,Private room in rental unit,Private room,4,1 shared bath,1,4
20587378,Private room in rental unit,Private room,2,1 private bath,1,1
20588062,Entire rental unit,Entire home/apt,3,1 bath,1,2
20590743,Entire rental unit,Entire home/apt,4,1 bath,1,2
20590800,Private room in rental unit,Private room,2,1 shared bath,1,1
20605308,Entire rental unit,Entire home/apt,4,1 bath,1,1
20607037,Entire rental unit,Entire home/apt,4,2 baths,2,2
20607819,Entire townhouse,Entire home/apt,6,3 baths,2,5
20608117,Private room in rental unit,Private room,2,1 shared bath,1,1
20608954,Private room in home,Private room,1,1 shared bath,1,1
20609092,Private room in home,Private room,1,1 private bath,1,1
20609505,Private room in rental unit,Private room,2,1 shared bath,1,1
20612742,Private room in home,Private room,1,1 shared bath,1,1
20615932,Entire rental unit,Entire home/apt,2,1 bath,1,1
20616864,Entire rental unit,Entire home/apt,3,1 bath,1,2
20616888,Private room in townhouse,Private room,1,1 shared bath,1,1
20616929,Private room in rental unit,Private room,2,1 shared bath,1,1
20617748,Entire home,Entire home/apt,3,1 bath,2,2
20619757,Entire rental unit,Entire home/apt,3,1 bath,1,2
20620313,Private room in condo,Private room,2,1 shared bath,1,1
20620647,Private room in resort,Private room,2,1 private bath,,1
20621413,Private room in resort,Private room,6,2 baths,2,3
20621540,Private room in rental unit,Private room,2,1 shared bath,1,1
20622825,Private room in loft,Private room,2,1 shared bath,1,1
20623171,Private room in rental unit,Private room,2,1 shared bath,1,1
20624427,Private room in rental unit,Private room,2,1 shared bath,1,1
20624817,Entire rental unit,Entire home/apt,2,1 bath,,1
20628186,Private room in home,Private room,1,1 shared bath,1,1
20632255,Private room in rental unit,Private room,1,1 shared bath,1,1
20635939,Private room in resort,Private room,2,1 private bath,,1
20636416,Entire loft,Entire home/apt,4,1 bath,1,2
20639280,Shared room in rental unit,Shared room,2,1 shared bath,1,1
20639628,Private room in rental unit,Private room,2,1 shared bath,1,1
20639792,Private room in rental unit,Private room,2,1 shared bath,1,1
20639914,Private room in rental unit,Private room,2,1 shared bath,1,1
20641534,Private room in rental unit,Private room,3,1 private bath,1,2
20641793,Entire rental unit,Entire home/apt,3,1 bath,,3
20649522,Private room,Private room,2,1 bath,1,1
20649922,Private room in rental unit,Private room,2,1 shared bath,1,1
20650685,Private room in rental unit,Private room,1,1 shared bath,1,1
20651049,Entire loft,Entire home/apt,2,1 bath,,1
20651206,Private room in rental unit,Private room,2,1.5 shared baths,1,1
20651581,Entire rental unit,Entire home/apt,2,1 bath,,1
20652607,Private room in home,Private room,1,1 shared bath,1,1
20652620,Shared room in rental unit,Shared room,1,1 shared bath,1,1
20652753,Shared room in rental unit,Shared room,1,1 shared bath,1,1
20653090,Private room in rental unit,Private room,2,1 shared bath,1,1
20662043,Private room in rental unit,Private room,4,2 baths,2,2
20663542,Entire rental unit,Entire home/apt,2,1 bath,,1
20663721,Private room in home,Private room,7,1.5 shared baths,1,5
20663839,Private room in rental unit,Private room,2,2 shared baths,1,1
20665380,Entire rental unit,Entire home/apt,4,1 bath,2,3
20667471,Entire condo,Entire home/apt,4,1 bath,1,2
20668002,Private room in rental unit,Private room,2,1 private bath,1,1
20674622,Private room in townhouse,Private room,2,1 private bath,1,1
20677750,Entire rental unit,Entire home/apt,3,1 bath,1,1
20678724,Entire guest suite,Entire home/apt,5,1 bath,2,3
20678811,Private room in home,Private room,2,1 shared bath,1,1
20679134,Private room in home,Private room,2,1 shared bath,1,1
20679146,Private room in rental unit,Private room,10,2 shared baths,1,1
20679396,Entire home,Entire home/apt,2,1 bath,1,1
20679565,Entire condo,Entire home/apt,4,1 bath,2,2
20682422,Private room in rental unit,Private room,1,1 shared bath,1,1
20685890,Entire rental unit,Entire home/apt,5,2 baths,2,3
20688524,Entire condo,Entire home/apt,3,1 bath,2,3
20688624,Entire rental unit,Entire home/apt,2,1 bath,,1
20689395,Entire rental unit,Entire home/apt,2,1 bath,1,1
20690781,Private room in rental unit,Private room,1,1 shared bath,1,1
20692563,Entire townhouse,Entire home/apt,7,3.5 baths,4,4
20696496,Entire home,Entire home/apt,6,1 bath,3,3
20697209,Entire condo,Entire home/apt,6,1 bath,2,2
20698073,Entire rental unit,Entire home/apt,2,1 bath,,1
20698375,Entire rental unit,Entire home/apt,6,1 bath,2,2
20698477,Entire rental unit,Entire home/apt,2,1 bath,,1
20705026,Private room in home,Private room,2,2 shared baths,1,1
20708246,Private room in rental unit,Private room,1,1 shared bath,1,1
20708503,Private room in rental unit,Private room,1,1 shared bath,1,1
20710022,Private room in rental unit,Private room,2,1 shared bath,1,2
20710208,Tiny home,Entire home/apt,2,1 bath,,1
20710255,Entire rental unit,Entire home/apt,8,2 baths,3,4
20711342,Private room in rental unit,Private room,2,1 shared bath,1,1
20711534,Private room in rental unit,Private room,2,1 shared bath,1,1
20714088,Private room in rental unit,Private room,2,1 private bath,1,1
20714171,Entire rental unit,Entire home/apt,2,1 bath,2,2
20714304,Private room in rental unit,Private room,2,1 shared bath,1,1
20714517,Private room in home,Private room,1,1 shared bath,1,1
20720090,Entire condo,Entire home/apt,2,1 bath,1,1
20720290,Entire rental unit,Entire home/apt,2,1 bath,1,1
20723015,Private room in rental unit,Private room,2,2 shared baths,1,1
20726517,Entire rental unit,Entire home/apt,5,2 baths,2,2
20728100,Entire rental unit,Entire home/apt,8,1 bath,3,3
20730891,Entire rental unit,Entire home/apt,1,1 bath,,1
20738759,Entire loft,Entire home/apt,2,1 bath,1,1
20738762,Entire rental unit,Entire home/apt,2,1 bath,1,1
20738991,Private room in rental unit,Private room,2,1 shared bath,1,1
20740322,Entire rental unit,Entire home/apt,4,1 bath,1,1
20741384,Private room in home,Private room,2,1 shared bath,1,1
20741509,Private room in townhouse,Private room,2,1.5 shared baths,,1
20744654,Entire rental unit,Entire home/apt,2,1 bath,,1
20755255,Private room in rental unit,Private room,2,1 private bath,1,2
20757519,Shared room in rental unit,Shared room,1,1 shared bath,1,1
20758288,Entire rental unit,Entire home/apt,4,1 bath,1,2
20758395,Private room in rental unit,Private room,2,1 shared bath,1,2
20761266,Private room in rental unit,Private room,2,1 shared bath,1,1
20761296,Private room in rental unit,Private room,1,1 shared bath,1,1
20761404,Entire rental unit,Entire home/apt,2,1 bath,,1
20761753,Private room in rental unit,Private room,1,1 shared bath,1,1
20762985,Entire rental unit,Entire home/apt,2,1 bath,1,1
20763209,Entire rental unit,Entire home/apt,2,1 bath,,2
20767274,Entire home,Entire home/apt,4,1 bath,1,2
20769188,Entire rental unit,Entire home/apt,3,1 bath,1,2
20770559,Private room in rental unit,Private room,2,1 shared bath,1,1
20770969,Entire rental unit,Entire home/apt,3,1.5 baths,,1
20772204,Private room in home,Private room,1,1 shared bath,1,1
20772650,Entire rental unit,Entire home/apt,2,1 bath,,
20778074,Private room in rental unit,Private room,1,1 shared bath,,
20780311,Entire rental unit,Entire home/apt,4,1 bath,1,2
20783811,Entire rental unit,Entire home/apt,2,1 bath,,1
20786225,Private room in rental unit,Private room,3,1 shared bath,1,2
20787735,Shared room in loft,Shared room,1,1 shared bath,1,1
20788473,Entire rental unit,Entire home/apt,4,1 bath,1,1
20788590,Private room in rental unit,Private room,2,1 shared bath,1,1
20789361,Private room in rental unit,Private room,2,2 shared baths,1,1
20793502,Private room in rental unit,Private room,2,1 shared bath,1,1
20795854,Entire townhouse,Entire home/apt,4,1 bath,1,1
20796595,Private room in rental unit,Private room,1,1 shared bath,1,1
20800449,Private room in rental unit,Private room,2,1 shared bath,1,1
20801388,Entire rental unit,Entire home/apt,2,1 bath,1,1
20801864,Private room in home,Private room,2,1 bath,1,1
20802860,Private room in rental unit,Private room,2,1 shared bath,1,1
20811403,Entire condo,Entire home/apt,2,1 bath,,1
20812365,Entire rental unit,Entire home/apt,5,1 bath,2,2
20812387,Entire rental unit,Entire home/apt,2,1 bath,1,1
20812587,Private room in townhouse,Private room,2,1 shared bath,1,1
20813807,Entire home,Entire home/apt,12,2.5 baths,4,5
20814067,Private room in home,Private room,1,1 shared bath,1,1
20814478,Entire rental unit,Entire home/apt,2,1 bath,1,1
20815250,Entire rental unit,Entire home/apt,2,1 bath,2,2
20816032,Entire rental unit,Entire home/apt,4,1 bath,2,2
20817201,Private room in loft,Private room,1,1 shared bath,1,1
20818955,Private room in home,Private room,1,2 shared baths,1,1
20819020,Private room in rental unit,Private room,1,1 shared bath,1,1
20820417,Entire rental unit,Entire home/apt,4,1 bath,,2
20825876,Entire rental unit,Entire home/apt,4,1 bath,,2
20826700,Entire rental unit,Entire home/apt,3,1 bath,1,2
20826953,Private room in rental unit,Private room,1,1 shared bath,1,1
20827801,Private room in rental unit,Private room,2,2 shared baths,1,1
20830442,Private room in rental unit,Private room,2,1 shared bath,1,1
20832523,Private room in rental unit,Private room,2,1 shared bath,1,1
20832768,Entire rental unit,Entire home/apt,4,1 bath,1,1
20833958,Private room in rental unit,Private room,2,2 shared baths,1,1
20835909,Entire condo,Entire home/apt,3,1 bath,1,2
20836787,Entire rental unit,Entire home/apt,3,1 bath,1,
20843601,Private room in rental unit,Private room,2,1 private bath,1,2
20844580,Private room in rental unit,Private room,1,1 shared bath,1,1
20844601,Private room in rental unit,Private room,2,1 shared bath,1,1
20845031,Entire rental unit,Entire home/apt,2,1 bath,1,1
20845108,Entire home,Entire home/apt,8,1 bath,3,4
20846687,Entire rental unit,Entire home/apt,2,1 bath,1,2
20849060,Entire rental unit,Entire home/apt,3,1 bath,1,2
20857108,Entire rental unit,Entire home/apt,3,1 bath,1,3
20857788,Entire place,Entire home/apt,5,2 baths,2,3
20858519,Entire home,Entire home/apt,5,1 bath,1,3
20859561,Entire rental unit,Entire home/apt,2,1 bath,1,1
20862285,Private room in home,Private room,1,1 shared bath,1,1
20870510,Private room in casa particular,Private room,2,1 private bath,,1
20871885,Entire condo,Entire home/apt,3,1 bath,1,1
20873362,Private room in rental unit,Private room,1,1 shared bath,1,1
20874859,Entire condo,Entire home/apt,2,1 bath,,2
20876208,Private room in rental unit,Private room,2,1 shared bath,1,1
20881198,Private room in rental unit,Private room,2,1 private bath,1,1
20883973,Entire condo,Entire home/apt,3,1 bath,1,1
20886432,Private room in townhouse,Private room,1,1 shared bath,1,2
20887028,Entire rental unit,Entire home/apt,4,1 bath,2,2
20895434,Entire rental unit,Entire home/apt,1,1 bath,2,3
20895982,Private room in rental unit,Private room,2,1 private bath,1,1
20896520,Private room in home,Private room,1,1 shared bath,1,1
20896858,Entire rental unit,Entire home/apt,2,1 bath,1,1
20897776,Entire rental unit,Entire home/apt,3,1 bath,1,1
20897863,Private room in rental unit,Private room,2,1 shared bath,1,1
20897952,Entire condo,Entire home/apt,3,1 bath,1,1
20899010,Private room in rental unit,Private room,2,1 shared bath,1,1
20900299,Entire condo,Entire home/apt,2,1 bath,,1
20900545,Entire home,Entire home/apt,9,2 baths,4,5
20900984,Entire loft,Entire home/apt,4,1 bath,3,3
20901715,Entire rental unit,Entire home/apt,5,1 bath,3,4
20902644,Private room in rental unit,Private room,2,1 shared bath,1,1
20904409,Tiny home,Entire home/apt,2,1 bath,1,1
20912594,Entire rental unit,Entire home/apt,6,1 bath,2,3
20914425,Private room in townhouse,Private room,2,2 baths,2,1
20914711,Entire home,Entire home/apt,4,1 bath,2,2
20915909,Entire condo,Entire home/apt,6,2 baths,2,4
20916311,Private room in rental unit,Private room,2,1 shared bath,1,1
20916679,Entire home,Entire home/apt,2,1 bath,,1
20918850,Entire rental unit,Entire home/apt,3,1 bath,1,2
20919726,Private room in rental unit,Private room,2,2 shared baths,1,1
20926888,Entire townhouse,Entire home/apt,8,2.5 baths,3,4
20928429,Private room in rental unit,Private room,2,1 shared bath,1,1
20932707,Private room in rental unit,Private room,1,1 shared bath,1,1
20933293,Private room in rental unit,Private room,2,1 shared bath,1,1
20933850,Private room in rental unit,Private room,1,2 shared baths,1,1
20934056,Private room in rental unit,Private room,3,1 shared bath,1,2
20934059,Entire rental unit,Entire home/apt,2,1 bath,1,1
20934581,Private room in rental unit,Private room,2,1 shared bath,1,1
20935388,Entire condo,Entire home/apt,2,1 bath,1,1
20936537,Private room in rental unit,Private room,1,1 shared bath,1,1
20941086,Entire rental unit,Entire home/apt,2,1 bath,1,2
20941420,Private room in rental unit,Private room,1,1 shared bath,1,1
20942352,Private room in home,Private room,1,1 shared bath,1,1
20942873,Entire condo,Entire home/apt,1,1 bath,,1
20947070,Private room in rental unit,Private room,2,1 shared bath,1,1
20951141,Entire condo,Entire home/apt,4,1 bath,2,2
20954729,Entire rental unit,Entire home/apt,2,1 bath,1,1
20957575,Private room in rental unit,Private room,1,1 shared bath,1,1
20958399,Entire condo,Entire home/apt,5,1 bath,1,1
20959744,Entire condo,Entire home/apt,3,1.5 baths,1,1
20960203,Entire rental unit,Entire home/apt,4,1 bath,1,2
20968000,Entire rental unit,Entire home/apt,4,1 bath,1,2
20968166,Entire rental unit,Entire home/apt,2,1 bath,,1
20969532,Entire rental unit,Entire home/apt,4,1 bath,,1
20970656,Entire rental unit,Entire home/apt,5,1 bath,2,1
20970822,Tiny home,Entire home/apt,4,1 bath,,2
20970844,Entire rental unit,Entire home/apt,2,1 bath,,1
20978416,Entire rental unit,Entire home/apt,3,1 bath,1,1
20978898,Private room in townhouse,Private room,2,2 shared baths,1,1
20980756,Private room in rental unit,Private room,1,2 shared baths,1,1
20981701,Private room in rental unit,Private room,2,1 shared bath,1,1
20981954,Private room in rental unit,Private room,2,1.5 shared baths,1,2
20982422,Private room in rental unit,Private room,2,2 shared baths,1,1
20989220,Entire townhouse,Entire home/apt,2,1 bath,,1
20990053,Private room in home,Private room,2,2 shared baths,1,1
20990607,Private room in home,Private room,2,2 shared baths,1,2
20990770,Private room in home,Private room,1,2 shared baths,,1
20991704,Entire home,Entire home/apt,2,1 bath,1,1
20992027,Entire rental unit,Entire home/apt,2,1 bath,1,2
20994196,Private room in rental unit,Private room,1,1 shared bath,1,1
20998265,Private room in rental unit,Private room,2,1 shared bath,1,1
20999025,Private room in rental unit,Private room,2,1 shared bath,1,1
21006224,Private room in home,Private room,6,1 private bath,3,3
21007181,Entire rental unit,Entire home/apt,3,1 bath,1,1
21008007,Private room in rental unit,Private room,2,1 shared bath,1,1
21008377,Entire condo,Entire home/apt,2,1 bath,1,1
21010072,Private room in rental unit,Private room,1,1 shared bath,1,1
21010586,Entire rental unit,Entire home/apt,2,1 bath,1,1
21011039,Entire rental unit,Entire home/apt,4,1 bath,1,1
21011532,Entire loft,Entire home/apt,2,1 bath,1,1
21011623,Entire rental unit,Entire home/apt,2,1 bath,1,1
21013416,Private room in home,Private room,2,2 shared baths,1,1
21014202,Private room in rental unit,Private room,1,1 shared bath,1,1
21014919,Private room in rental unit,Private room,3,1 shared bath,1,2
21015347,Entire rental unit,Entire home/apt,10,1 bath,3,4
21015751,Entire rental unit,Entire home/apt,2,1 bath,,1
21015993,Entire rental unit,Entire home/apt,5,1 bath,1,1
21022330,Entire rental unit,Entire home/apt,2,1 bath,1,
21023888,Private room in rental unit,Private room,2,1 shared bath,1,1
21025488,Entire rental unit,Entire home/apt,5,1 bath,2,2
21025840,Private room in rental unit,Private room,1,1 shared bath,1,1
21026558,Private room in rental unit,Private room,2,1 shared bath,1,2
21027809,Entire rental unit,Entire home/apt,2,1 bath,1,2
21029490,Private room in rental unit,Private room,1,1 shared bath,1,1
21029655,Private room in loft,Private room,2,1 private bath,1,1
21034242,Entire condo,Entire home/apt,2,1 bath,1,2
21038471,Private room in rental unit,Private room,4,1.5 shared baths,1,1
21038703,Entire rental unit,Entire home/apt,6,1 bath,3,3
21038881,Entire rental unit,Entire home/apt,2,1 bath,1,1
21041595,Private room in home,Private room,2,1.5 shared baths,1,1
21042534,Entire condo,Entire home/apt,4,1 bath,1,1
21044649,Private room in rental unit,Private room,1,1 shared bath,2,2
21051477,Private room in condo,Private room,1,1 shared bath,1,1
21053140,Entire rental unit,Entire home/apt,4,1 bath,2,2
21053432,Private room in condo,Private room,1,1 shared bath,1,1
21054012,Entire serviced apartment,Entire home/apt,6,1 bath,3,3
21057693,Entire rental unit,Entire home/apt,2,1 bath,1,1
21058573,Entire rental unit,Entire home/apt,6,1 bath,3,3
21058761,Private room in rental unit,Private room,1,1 private bath,1,1
21063162,Entire rental unit,Entire home/apt,3,1 bath,2,1
21066041,Private room in rental unit,Private room,4,1 private bath,2,2
21073975,Room in serviced apartment,Hotel room,4,1 bath,1,1
21076625,Private room in rental unit,Private room,1,1 shared bath,1,1
21078616,Entire condo,Entire home/apt,7,2.5 baths,3,4
21078963,Private room in rental unit,Private room,1,1.5 shared baths,1,1
21080763,Entire rental unit,Entire home/apt,3,1 bath,2,2
21088999,Entire rental unit,Entire home/apt,3,1 bath,1,1
21089520,Entire townhouse,Entire home/apt,5,1 bath,2,5
21089634,Private room in rental unit,Private room,2,1 private bath,1,1
21090094,Entire rental unit,Entire home/apt,1,1 bath,1,1
21091355,Entire rental unit,Entire home/apt,2,1 bath,,1
21091844,Private room in home,Private room,2,1 shared bath,1,1
21094022,Private room in rental unit,Private room,2,1 shared bath,1,1
21095257,Entire rental unit,Entire home/apt,2,1 bath,1,2
21096186,Entire rental unit,Entire home/apt,5,1 bath,2,2
21097166,Entire rental unit,Entire home/apt,3,1 bath,,2
21098387,Private room in rental unit,Private room,2,1 shared bath,1,1
21098555,Room in serviced apartment,Hotel room,3,1 shared bath,1,1
21098717,Entire rental unit,Entire home/apt,4,1 bath,1,1
21098848,Room in serviced apartment,Hotel room,4,1 bath,1,2
21098980,Room in serviced apartment,Hotel room,1,1 bath,,1
21105248,Private room in rental unit,Private room,2,1 private bath,1,1
21106251,Private room in rental unit,Private room,2,1 shared bath,1,1
21107539,Private room in rental unit,Private room,2,1 shared bath,1,1
21108401,Private room in loft,Private room,1,1 shared bath,1,1
21110331,Entire home,Entire home/apt,2,1 bath,1,1
21110408,Private room in home,Private room,2,1 shared bath,1,1
21110709,Entire home,Entire home/apt,6,1 bath,3,5
21118650,Private room in rental unit,Private room,2,1.5 shared baths,1,1
21118834,Entire condo,Entire home/apt,6,1.5 baths,2,3
21120183,Entire rental unit,Entire home/apt,2,1 bath,1,1
21120547,Entire rental unit,Entire home/apt,4,1 bath,1,2
21124150,Entire home,Entire home/apt,6,1 bath,1,4
21136851,Entire rental unit,Entire home/apt,2,1 bath,1,1
21138554,Private room in rental unit,Private room,1,2 shared baths,3,1
21138717,Entire rental unit,Entire home/apt,4,3 baths,2,3
21139788,Private room in rental unit,Private room,2,1 shared bath,1,1
21139995,Entire loft,Entire home/apt,2,1 bath,1,1
21141576,Entire rental unit,Entire home/apt,2,1 bath,1,1
21148021,Private room in rental unit,Private room,2,1 shared bath,1,1
21148292,Entire rental unit,Entire home/apt,3,1 bath,1,1
21148829,Entire townhouse,Entire home/apt,4,1.5 baths,2,2
21149901,Private room in rental unit,Private room,2,1 shared bath,1,1
21151290,Entire rental unit,Entire home/apt,6,2 baths,3,3
21151898,Private room in rental unit,Private room,2,1 private bath,1,1
21156632,Private room in home,Private room,4,1.5 shared baths,2,4
21160614,Entire home,Entire home/apt,6,2.5 baths,3,4
21161561,Entire rental unit,Entire home/apt,4,1 bath,2,2
21161707,Private room in rental unit,Private room,2,1 shared bath,1,1
21164579,Private room in rental unit,Private room,2,1 private bath,4,4
21170090,Private room in rental unit,Private room,2,1 shared bath,1,1
21172924,Entire rental unit,Entire home/apt,2,1 bath,1,1
21173134,Entire rental unit,Entire home/apt,2,1 bath,2,3
21174364,Entire rental unit,Entire home/apt,2,1 bath,,2
21175036,Private room in rental unit,Private room,1,1 shared bath,1,2
21175160,Private room in townhouse,Private room,1,1 shared bath,1,1
21175597,Private room in townhouse,Private room,1,1 shared bath,1,1
21176110,Entire rental unit,Entire home/apt,2,1 bath,1,1
21182937,Entire home,Entire home/apt,5,1 bath,2,3
21183312,Entire rental unit,Entire home/apt,3,1 bath,1,2
21184173,Private room in home,Private room,2,1 shared bath,1,1
21188044,Entire home,Entire home/apt,10,3 baths,5,10
21188555,Private room in rental unit,Private room,1,1 shared bath,1,1
21189177,Private room in rental unit,Private room,1,1 private bath,1,1
21191264,Private room in rental unit,Private room,1,1 shared bath,1,1
21192158,Room in serviced apartment,Hotel room,1,1 bath,,1
21192284,Entire rental unit,Entire home/apt,1,1 bath,,1
21192364,Entire rental unit,Entire home/apt,1,1 bath,,1
21192430,Entire place,Entire home/apt,1,1 bath,,2
21195408,Private room in rental unit,Private room,2,1 shared bath,1,1
21198038,Entire rental unit,Entire home/apt,3,1 bath,1,3
21198480,Entire rental unit,Entire home/apt,1,1.5 baths,1,1
21199546,Entire rental unit,Entire home/apt,5,1 bath,2,4
21199630,Entire rental unit,Entire home/apt,1,1 bath,1,1
21200108,Entire rental unit,Entire home/apt,2,1 bath,1,1
21202563,Entire condo,Entire home/apt,4,1 bath,1,2
21204007,Entire rental unit,Entire home/apt,5,1.5 baths,2,4
21204122,Private room in rental unit,Private room,1,1 shared bath,1,1
21204890,Private room in rental unit,Private room,1,1 shared bath,1,1
21205622,Private room in rental unit,Private room,1,1 shared bath,1,1
21205650,Room in serviced apartment,Hotel room,4,1 bath,1,1
21205810,Room in serviced apartment,Hotel room,3,1 bath,1,1
21205891,Room in serviced apartment,Hotel room,4,1 bath,1,2
21206002,Room in serviced apartment,Hotel room,4,1 bath,1,2
21206529,Private room in condo,Private room,2,1 private bath,1,1
21209950,Private room in rental unit,Private room,1,1 shared bath,1,1
21210250,Entire rental unit,Entire home/apt,2,1 bath,1,1
21212488,Entire rental unit,Entire home/apt,2,1 bath,1,1
21216288,Entire rental unit,Entire home/apt,4,1 bath,2,2
21216917,Private room in rental unit,Private room,2,1 private bath,2,1
21217074,Entire rental unit,Entire home/apt,4,1.5 baths,1,2
21217451,Private room in rental unit,Private room,2,1 private bath,1,1
21218250,Entire loft,Entire home/apt,3,1 bath,1,1
21223569,Private room in rental unit,Private room,2,1 shared bath,1,1
21228962,Entire rental unit,Entire home/apt,2,1 bath,1,1
21230082,Entire home,Entire home/apt,6,1 bath,2,5
21230233,Entire rental unit,Entire home/apt,2,1 bath,1,1
21230688,Entire rental unit,Entire home/apt,2,1 bath,1,2
21239226,Entire rental unit,Entire home/apt,2,1 bath,1,1
21239497,Private room in rental unit,Private room,4,1 private bath,1,1
21239885,Private room in rental unit,Private room,2,1 shared bath,1,2
21240760,Private room in rental unit,Private room,2,1 shared bath,1,1
21241829,Private room in rental unit,Private room,2,1 shared bath,1,1
21245112,Private room in rental unit,Private room,2,1 shared bath,1,1
21247657,Entire rental unit,Entire home/apt,4,1 bath,2,2
21248835,Private room in rental unit,Private room,2,1 shared bath,1,1
21249676,Private room in rental unit,Private room,2,1 shared bath,1,1
21253783,Entire rental unit,Entire home/apt,5,1 bath,1,2
21253972,Entire rental unit,Entire home/apt,2,1 bath,,1
21254023,Private room in rental unit,Private room,1,1 shared bath,1,1
21254718,Entire rental unit,Entire home/apt,4,1 bath,2,2
21254856,Private room in home,Private room,1,1 shared bath,1,1
21257726,Entire rental unit,Entire home/apt,3,1 bath,1,2
21261549,Private room in rental unit,Private room,2,1 shared bath,1,1
21262243,Entire townhouse,Entire home/apt,4,2 baths,2,2
21263120,Entire rental unit,Entire home/apt,4,1 bath,,2
21264068,Entire rental unit,Entire home/apt,4,1 bath,2,2
21264131,Entire rental unit,Entire home/apt,2,1 bath,,1
21264903,Entire rental unit,Entire home/apt,1,1 bath,,1
21266334,Entire loft,Entire home/apt,4,1 bath,1,2
21271180,Shared room in loft,Shared room,2,1 shared bath,1,1
21273425,Entire rental unit,Entire home/apt,3,1 bath,1,1
21274308,Entire rental unit,Entire home/apt,4,1 bath,2,2
21275645,Entire rental unit,Entire home/apt,3,1 bath,1,1
21275837,Entire rental unit,Entire home/apt,2,1 bath,1,1
21277145,Entire townhouse,Entire home/apt,4,1 bath,1,2
21279172,Entire rental unit,Entire home/apt,2,1 bath,1,1
21279888,Entire rental unit,Entire home/apt,1,1 bath,1,1
21280280,Private room in home,Private room,1,1 shared bath,1,1
21280552,Entire rental unit,Entire home/apt,3,1 bath,1,1
21282152,Private room in rental unit,Private room,4,2 shared baths,1,1
21282439,Entire rental unit,Entire home/apt,4,1 bath,1,2
21283357,Entire home,Entire home/apt,9,1 bath,3,4
21287982,Private room in rental unit,Private room,1,1 shared bath,1,1
21289522,Private room in rental unit,Private room,2,1 shared bath,1,1
21289640,Private room in rental unit,Private room,2,1 shared bath,1,1
21291783,Private room in rental unit,Private room,2,1 shared bath,1,2
21293326,Private room in rental unit,Private room,2,1 shared bath,1,1
21295182,Entire rental unit,Entire home/apt,2,1 bath,,2
21295951,Private room in home,Private room,1,1 private bath,1,1
21296227,Entire rental unit,Entire home/apt,4,1 bath,1,2
21296249,Private room in rental unit,Private room,2,1 shared bath,,1
