,neighbourhood_group,room_type,property_type,accommodates,bedrooms,bathrooms,log_price
504,Brooklyn,Private room,Private Room,2,1.0,1.0,4.787491742782046
505,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.5,5.1298987149230735
506,Brooklyn,Private room,Private Room,2,1.0,1.5,4.442651256490317
508,Staten Island,Private room,Private Room,1,2.0,1.0,4.219507705176107
511,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.342334251964811
512,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.6443908991413725
514,Brooklyn,Private room,Private Room,2,1.0,1.0,4.219507705176107
515,Brooklyn,Private room,Private Room,1,1.0,1.0,3.8918202981106265
518,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.8283137373023015
520,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.19295685089021
523,Manhattan,Private room,Private Room,1,1.0,1.0,4.406719247264253
524,Queens,Private room,Private Room,2,1.0,1.0,4.31748811353631
528,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.770684624465665
529,Manhattan,Private room,Private Room,2,1.0,1.0,3.912023005428146
530,Manhattan,Private room,Private Room,2,1.0,1.0,4.499809670330265
531,Brooklyn,Private room,Private Room,1,1.0,1.0,3.58351893845611
532,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.393627546352362
533,Manhattan,Private room,Private Room,1,2.0,1.0,4.532599493153256
534,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.10594547390058
535,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.382026634673881
536,Manhattan,Private room,Entire Unit,2,1.0,1.0,5.68697535633982
537,Manhattan,Entire home/apt,Entire Unit,2,2.0,1.0,5.703782474656201
539,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.272999558563747
540,Queens,Entire home/apt,Private Room,2,1.0,1.0,5.0106352940962555
541,Manhattan,Entire home/apt,Entire Unit,6,2.0,1.0,5.220355825078324
542,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.241747015059643
543,Queens,Entire home/apt,Entire Unit,3,0.0,1.0,4.700480365792417
546,Brooklyn,Private room,Private Room,3,1.0,1.0,5.298317366548036
547,Brooklyn,Private room,Private Room,2,2.0,1.0,4.23410650459726
548,Queens,Private room,Private Room,2,1.0,1.0,4.007333185232471
549,Brooklyn,Private room,Private Room,1,1.0,1.0,5.293304824724492
552,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.220355825078324
553,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,5.393627546352362
555,Manhattan,Entire home/apt,Entire Unit,2,2.0,1.0,5.68697535633982
558,Manhattan,Private room,Private Room,4,1.0,1.0,4.672828834461906
559,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.74493212836325
560,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,5.017279836814924
562,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.19295685089021
563,Brooklyn,Private room,Private Room,2,1.0,1.0,4.553876891600541
564,Manhattan,Private room,Private Room,1,1.0,1.0,4.3694478524670215
565,Brooklyn,Private room,Private Room,1,1.0,1.5,4.0943445622221
568,Manhattan,Private room,Private Room,1,1.0,1.5,4.564348191467836
569,Manhattan,Private room,Private Room,2,1.0,1.0,4.31748811353631
570,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.043425116919247
571,Queens,Private room,Private Room,2,1.0,1.0,4.23410650459726
573,Manhattan,Private room,Private Room,2,1.0,1.0,4.787491742782046
575,Brooklyn,Private room,Private Room,2,1.0,1.0,4.276666119016055
576,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.5,5.293304824724492
577,Manhattan,Private room,Private Room,2,2.0,1.0,4.31748811353631
578,Manhattan,Private room,Private Room,1,1.0,1.0,4.8283137373023015
579,Manhattan,Private room,Private Room,4,1.0,1.0,5.43372200355424
583,Manhattan,Entire home/apt,Private Room,2,1.0,1.0,5.10594547390058
585,Manhattan,Entire home/apt,Entire Unit,2,1.0,2.0,5.802118375377063
587,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.187385805840755
588,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.003946305945459
589,Brooklyn,Private room,Private Room,2,1.0,1.5,4.605170185988092
591,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.852030263919617
592,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.517452896464707
593,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,5.703782474656201
594,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.787491742782046
596,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,5.293304824724492
597,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.382026634673881
601,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,4.912654885736052
602,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.10594547390058
607,Manhattan,Private room,Private Room,3,2.0,1.0,4.382026634673881
608,Queens,Private room,Private Room,2,1.0,1.0,4.48863636973214
610,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.700480365792417
612,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.298317366548036
613,Manhattan,Private room,Private Room,3,1.0,1.0,4.174387269895637
614,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.572154032177765
616,Manhattan,Private room,Private Room,2,1.0,1.0,4.0943445622221
619,Queens,Private room,Private Room,1,1.0,1.0,4.110873864173311
621,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.521460917862246
622,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.455321115357702
624,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.90527477843843
626,Manhattan,Private room,Private Room,2,1.0,1.0,4.6913478822291435
627,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
630,Brooklyn,Private room,Private Room,2,1.0,1.0,4.276666119016055
632,Manhattan,Entire home/apt,Entire Unit,2,2.0,1.0,5.2832037287379885
633,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.844187086458591
634,Manhattan,Private room,Private Room,2,1.0,1.0,4.700480365792417
636,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.59511985013459
637,Manhattan,Private room,Private Room,1,1.0,1.0,4.727387818712341
638,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.68697535633982
642,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.293304824724492
643,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
644,Brooklyn,Private room,Private Room,1,1.0,1.0,3.8066624897703196
645,Manhattan,Private room,Private Room,1,1.0,1.0,5.117993812416755
646,Staten Island,Private room,Private Room,2,1.0,1.0,3.9889840465642745
647,Manhattan,Private room,Private Room,2,1.0,1.0,4.007333185232471
648,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.859812404361672
649,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.897839799950911
650,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.517452896464707
651,Queens,Private room,Private Room,1,1.0,1.0,4.127134385045092
653,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.043425116919247
656,Manhattan,Entire home/apt,Entire Unit,2,1.0,0.0,4.290459441148391
657,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
659,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.442651256490317
660,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.521460917862246
662,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.393627546352362
663,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0106352940962555
665,Brooklyn,Private room,Private Room,2,1.0,1.0,4.248495242049359
666,Queens,Entire home/apt,Entire Unit,6,2.0,1.0,4.787491742782046
667,Staten Island,Private room,Private Room,2,1.0,1.0,4.31748811353631
668,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.605170185988092
670,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.5,5.700443573390687
671,Manhattan,Entire home/apt,Entire Unit,2,2.0,1.0,5.480638923341991
672,Staten Island,Private room,Private Room,2,1.0,1.0,4.31748811353631
673,Brooklyn,Private room,Private Room,4,2.0,1.0,5.3471075307174685
674,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.1647859739235145
675,Brooklyn,Private room,Entire Unit,2,2.0,1.0,4.442651256490317
676,Queens,Entire home/apt,Entire Unit,6,1.0,1.0,4.787491742782046
677,Queens,Entire home/apt,Entire Unit,7,2.0,1.0,4.787491742782046
678,Brooklyn,Private room,Private Room,1,1.0,1.0,4.174387269895637
679,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.969813299576001
680,Brooklyn,Private room,Private Room,2,1.0,1.0,4.442651256490317
681,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.272999558563747
682,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.1298987149230735
684,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.293304824724492
685,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.293304824724492
688,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.043425116919247
689,Brooklyn,Private room,Private Room,1,1.0,1.0,3.9512437185814275
690,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.14166355650266
691,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.220355825078324
694,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.135798437050262
695,Manhattan,Private room,Private Room,2,1.0,1.0,5.043425116919247
696,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.187385805840755
701,Manhattan,Private room,Private Room,1,1.0,1.0,4.553876891600541
702,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.8283137373023015
703,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.653960350157523
704,Queens,Private room,Private Room,1,1.0,1.0,3.6635616461296463
706,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.941642422609304
707,Queens,Private room,Private Room,2,1.0,1.0,4.382026634673881
708,Brooklyn,Private room,Private Room,2,1.0,1.0,4.634728988229636
711,Brooklyn,Entire home/apt,Entire Unit,6,3.0,1.0,4.406719247264253
712,Brooklyn,Private room,Private Room,2,1.0,1.0,4.74493212836325
713,Queens,Entire home/apt,Entire Unit,6,3.0,2.0,5.700443573390687
714,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.1647859739235145
715,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
717,Queens,Private room,Private Room,1,1.0,1.0,4.007333185232471
718,Brooklyn,Private room,Private Room,1,1.0,2.5,3.8066624897703196
719,Manhattan,Private room,Private Room,1,1.0,1.5,4.174387269895637
721,Manhattan,Private room,Private Room,2,1.0,1.0,4.442651256490317
722,Queens,Private room,Private Room,1,1.0,1.5,4.007333185232471
724,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.438079308923196
725,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.298317366548036
726,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.0106352940962555
727,Brooklyn,Private room,Private Room,2,1.0,1.0,4.31748811353631
730,Manhattan,Private room,Private Room,1,1.0,1.5,4.23410650459726
732,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,5.393627546352362
734,Manhattan,Entire home/apt,Entire Unit,6,1.0,1.0,5.41610040220442
735,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.272999558563747
739,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.3471075307174685
741,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.293304824724492
744,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.41610040220442
745,Brooklyn,Private room,Private Room,2,1.0,1.0,4.406719247264253
750,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
752,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.74493212836325
759,Brooklyn,Private room,Private Room,2,1.0,1.0,4.442651256490317
760,Manhattan,Private room,Private Room,1,2.0,1.0,4.442651256490317
761,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.075173815233827
762,Manhattan,Private room,Private Room,2,1.0,1.0,4.553876891600541
764,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.10594547390058
765,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.3706380281276624
766,Brooklyn,Entire home/apt,Entire Unit,5,1.0,1.0,5.247024072160486
767,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.59511985013459
768,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.220355825078324
769,Manhattan,Private room,Private Room,1,1.0,1.0,4.394449154672439
770,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,4.90527477843843
771,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
772,Brooklyn,Private room,Private Room,3,1.0,1.0,4.6913478822291435
773,Queens,Private room,Private Room,2,1.0,1.0,4.04305126783455
775,Manhattan,Private room,Private Room,2,1.0,1.0,4.0943445622221
776,Manhattan,Private room,Private Room,2,1.0,1.0,4.0943445622221
777,Manhattan,Shared room,Shared Room,2,1.0,1.0,3.8066624897703196
778,Manhattan,Private room,Private Room,2,1.0,1.0,4.0943445622221
779,Manhattan,Private room,Private Room,2,1.0,1.0,4.0943445622221
780,Brooklyn,Private room,Private Room,2,1.0,1.5,4.31748811353631
781,Manhattan,Entire home/apt,Entire Unit,2,1.0,0.0,4.795790545596741
782,Brooklyn,Private room,Private Room,2,1.0,1.0,4.48863636973214
784,Brooklyn,Entire home/apt,Entire Unit,2,2.0,1.0,4.59511985013459
786,Manhattan,Private room,Private Room,2,1.0,1.0,5.187385805840755
787,Manhattan,Private room,Private Room,2,1.0,1.0,4.23410650459726
789,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.043425116919247
791,Brooklyn,Private room,Private Room,2,1.0,1.0,3.9318256327243257
792,Brooklyn,Private room,Private Room,2,1.0,1.0,4.248495242049359
793,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
795,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.867534450455582
800,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.564348191467836
801,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
805,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.442651256490317
807,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.1647859739235145
808,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
810,Queens,Private room,Private Room,2,1.0,1.0,4.382026634673881
811,Brooklyn,Entire home/apt,Entire Unit,7,2.0,1.0,4.867534450455582
814,Manhattan,Entire home/apt,Entire Unit,7,2.0,1.5,5.703782474656201
815,Manhattan,Private room,Private Room,2,1.0,1.0,4.875197323201151
817,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.075173815233827
818,Brooklyn,Private room,Private Room,2,1.0,1.5,4.31748811353631
819,Queens,Private room,Private Room,2,1.0,1.0,3.8066624897703196
820,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
822,Brooklyn,Private room,Private Room,1,1.0,1.0,4.442651256490317
823,Brooklyn,Entire home/apt,Entire Unit,7,1.0,1.0,4.976733742420574
825,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
826,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.003946305945459
827,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.111987788356544
828,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.0106352940962555
829,Brooklyn,Shared room,Private Room,1,1.0,1.0,3.784189633918261
830,Manhattan,Private room,Private Room,2,1.0,1.0,4.499809670330265
831,Manhattan,Private room,Private Room,3,1.0,1.0,4.477336814478207
833,Brooklyn,Private room,Private Room,3,0.0,0.0,4.127134385045092
835,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.517452896464707
836,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.135798437050262
837,Manhattan,Private room,Private Room,2,1.0,2.5,5.0106352940962555
838,Brooklyn,Private room,Private Room,1,1.0,1.0,4.219507705176107
839,Manhattan,Private room,Private Room,2,1.0,1.0,4.499809670330265
840,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.298317366548036
843,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.220355825078324
845,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.74493212836325
846,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.941642422609304
847,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.553876891600541
849,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.68213122712422
851,Brooklyn,Private room,Private Room,1,1.0,1.0,4.0943445622221
852,Brooklyn,Private room,Private Room,2,1.0,1.0,4.3694478524670215
853,Queens,Private room,Private Room,1,1.0,1.5,4.007333185232471
854,Queens,Entire home/apt,Private Room,2,0.0,1.0,4.394449154672439
856,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
858,Queens,Private room,Private Room,2,1.0,1.0,4.248495242049359
859,Brooklyn,Entire home/apt,Entire Unit,6,2.0,2.0,5.68697535633982
863,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,4.672828834461906
865,Manhattan,Entire home/apt,Entire Unit,3,2.0,1.0,4.605170185988092
866,Manhattan,Entire home/apt,Entire Unit,7,3.0,1.0,5.135798437050262
867,Brooklyn,Shared room,Shared Room,2,1.0,1.0,4.700480365792417
869,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.10594547390058
870,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.075173815233827
871,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.41610040220442
872,Manhattan,Entire home/apt,Entire Unit,1,1.0,1.0,5.521460917862246
873,Brooklyn,Private room,Private Room,1,1.0,1.0,4.02535169073515
874,Brooklyn,Private room,Private Room,4,1.0,1.0,4.248495242049359
875,Manhattan,Private room,Entire Unit,4,2.0,1.0,4.8283137373023015
876,Brooklyn,Entire home/apt,Entire Unit,5,3.0,1.5,4.976733742420574
877,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.343805421853684
878,Brooklyn,Private room,Private Room,1,1.0,1.0,3.5553480614894135
879,Brooklyn,Private room,Private Room,3,1.0,1.0,4.584967478670572
883,Brooklyn,Private room,Private Room,1,1.0,1.0,4.8283137373023015
884,Manhattan,Private room,Private Room,1,1.0,1.0,4.007333185232471
885,Brooklyn,Private room,Private Room,2,1.0,0.0,4.59511985013459
886,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.941642422609304
887,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.31748811353631
888,Brooklyn,Private room,Private Room,1,1.0,1.0,3.970291913552122
889,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
892,Manhattan,Private room,Private Room,2,1.0,1.0,4.605170185988092
894,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.74493212836325
895,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.241747015059643
896,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
897,Brooklyn,Private room,Private Room,3,1.0,1.5,3.8918202981106265
900,Brooklyn,Private room,Shared Room,2,1.0,2.0,4.787491742782046
901,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.247024072160486
903,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.59511985013459
904,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.605170185988092
905,Brooklyn,Private room,Private Room,1,1.0,1.0,4.248495242049359
906,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.783825182329737
907,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.003946305945459
908,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.442651256490317
909,Queens,Private room,Private Room,4,1.0,1.0,4.394449154672439
910,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.477336814478207
911,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
912,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.90527477843843
913,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.174387269895637
914,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
915,Manhattan,Entire home/apt,Entire Unit,6,2.0,1.0,5.10594547390058
916,Queens,Private room,Private Room,3,1.0,1.0,4.356708826689592
918,Queens,Entire home/apt,Entire Unit,7,3.0,2.0,5.075173815233827
919,Brooklyn,Entire home/apt,Entire Unit,5,3.0,2.0,5.41610040220442
921,Manhattan,Private room,Private Room,1,1.0,1.0,4.174387269895637
923,Brooklyn,Entire home/apt,Entire Unit,2,1.0,0.0,4.605170185988092
924,Manhattan,Entire home/apt,Private Room,2,1.0,1.0,4.574710978503383
925,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.25227342804663
926,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.231108616854587
927,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.147494476813453
929,Brooklyn,Entire home/apt,Entire Unit,6,3.0,1.0,5.616771097666572
931,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.703782474656201
932,Brooklyn,Private room,Private Room,2,1.0,1.0,3.912023005428146
933,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.272999558563747
935,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
936,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.41610040220442
937,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.5,5.41610040220442
938,Queens,Shared room,Shared Room,2,1.0,1.0,3.6375861597263857
939,Brooklyn,Entire home/apt,Entire Unit,4,2.0,2.0,5.517452896464707
941,Queens,Private room,Private Room,1,1.0,1.0,4.23410650459726
942,Bronx,Private room,Private Room,2,1.0,1.0,4.442651256490317
945,Brooklyn,Private room,Private Room,1,1.0,1.5,4.007333185232471
946,Queens,Private room,Private Room,1,1.0,1.0,3.828641396489095
947,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
948,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.867534450455582
950,Queens,Private room,Private Room,2,1.0,1.0,4.07753744390572
952,Brooklyn,Private room,Private Room,2,1.0,1.0,4.564348191467836
953,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.272999558563747
954,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.9344739331306915
955,Manhattan,Private room,Private Room,2,1.0,1.0,4.553876891600541
956,Brooklyn,Private room,Entire Unit,2,1.0,1.0,4.0943445622221
959,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.5,5.293304824724492
960,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.700480365792417
