id,accommodates,bathrooms_text,bedrooms,beds
828616,2,1 bath,1,
829083,4,1 bath,2,2
829935,3,1 bath,1,1
831911,2,1 bath,1,1
832596,3,1 bath,1,1
832772,2,1 bath,1,1
836720,6,2 baths,3,3
837503,2,1 bath,1,1
838070,2,1 bath,1,1
838586,5,1 bath,1,2
840594,3,1 bath,1,1
840731,4,2.5 baths,2,2
840794,2,1 bath,1,1
841075,4,1 bath,2,2
841484,4,1 bath,1,2
842167,2,1 bath,1,1
842494,2,1 bath,,1
843491,2,1 private bath,1,1
844319,7,1 bath,2,2
846457,2,,1,1
846549,2,1 bath,1,1
846854,7,1.5 baths,2,5
846871,2,1 shared bath,1,1
848170,4,1 bath,1,1
848220,3,1 bath,1,1
848718,2,1.5 shared baths,1,1
848722,2,1 private bath,1,1
849603,2,1 bath,1,1
849703,4,1 bath,2,2
850148,1,1 shared bath,1,1
850338,7,1 bath,1,3
850517,8,2 baths,3,4
850712,2,1 bath,1,2
850943,2,1 bath,1,2
851772,2,1 bath,1,1
852118,6,1 bath,2,2
852632,1,1 shared bath,1,1
853142,2,1 bath,1,1
854396,1,1 shared bath,1,1
855462,2,1 shared bath,1,1
855549,3,1 private bath,1,1
856440,2,1 bath,1,1
856918,3,Private half-bath,,3
857696,1,1 bath,1,1
857810,3,1 bath,1,1
860827,4,1 bath,1,2
862890,2,2.5 shared baths,1,1
864981,1,1 shared bath,1,1
865355,2,1 shared bath,1,1
867749,4,1 bath,2,2
868548,2,1 bath,1,1
869522,1,1 bath,1,1
870119,6,1 bath,2,3
872008,2,1 shared bath,1,1
872210,1,1 bath,1,1
873465,3,1 bath,1,1
873701,4,1 bath,1,1
874706,3,1 bath,1,2
875111,2,1 bath,1,1
876355,2,1 bath,1,1
878142,2,1 bath,1,1
880424,1,1 shared bath,1,1
880596,4,1 bath,1,1
882523,2,1 shared bath,1,1
883306,2,1 shared bath,1,1
883480,2,1 bath,2,2
886808,1,1.5 shared baths,1,1
886833,2,1 private bath,,2
887355,4,1 bath,,2
888583,2,1 bath,1,1
888905,1,1 shared bath,1,1
890794,2,1 bath,1,1
890839,6,2 baths,2,3
890855,2,1 bath,1,1
892463,2,1 bath,1,1
893413,10,2.5 baths,4,4
894015,6,1 bath,2,3
894093,1,1 shared bath,1,1
895368,3,1 bath,2,2
895386,7,1 bath,3,4
900383,2,1 shared bath,1,1
902482,4,1 bath,2,2
902528,2,1 bath,1,2
902599,3,1 bath,,2
903551,2,1 bath,1,1
903906,6,1.5 baths,3,5
904060,2,1 bath,1,1
905425,2,1 bath,1,1
916105,1,1 shared bath,1,1
917058,2,1 bath,,1
918049,1,1 bath,1,1
918239,1,1 shared bath,1,1
919491,4,1 shared bath,1,2
919830,4,1 bath,2,2
920930,5,1.5 baths,3,2
922764,5,1 bath,2,3
923979,2,1 bath,1,1
924600,1,1 shared bath,1,1
925090,2,1 bath,1,1
927408,3,1 private bath,1,2
927597,2,1 bath,1,1
927702,2,1 bath,1,1
929032,2,1 private bath,1,1
931352,2,0 baths,1,1
932222,4,2 baths,2,2
932277,1,1 bath,1,1
936218,1,1 shared bath,1,1
938022,2,0 shared baths,1,1
939657,3,1 bath,1,2
940115,2,1 bath,,1
940116,1,1 shared bath,1,1
944049,2,1 bath,1,1
944183,6,1 bath,2,4
944840,2,1 bath,1,1
945297,2,1 shared bath,1,1
949159,2,1 bath,1,1
949713,4,2 baths,1,1
951365,2,1 bath,1,1
951439,2,1 bath,1,2
951935,1,1 shared bath,1,1
953314,12,3 baths,3,6
956412,6,1 bath,2,3
957002,2,1 bath,1,2
957642,3,1.5 shared baths,1,2
958444,2,1 bath,1,2
959349,4,1.5 baths,1,2
959871,2,2 shared baths,1,1
971233,2,1 bath,1,1
971247,3,1 bath,1,1
973128,3,1 bath,1,1
973535,4,1 bath,1,1
973653,3,1 bath,1,2
975250,1,1 shared bath,1,1
975990,2,1 bath,1,1
976167,4,1 bath,1,2
978120,2,1 bath,1,1
978386,2,1 bath,1,1
978615,4,1 shared bath,1,2
980561,3,1 bath,1,1
982038,2,1 bath,1,4
982276,1,1.5 baths,1,1
982409,1,,1,1
983625,2,1 bath,,1
984721,2,1 bath,1,2
985338,2,1 bath,1,1
986727,6,1 bath,2,5
987329,3,1 shared bath,1,3
987616,8,2 baths,5,5
989976,7,2 baths,3,3
990130,5,2 baths,3,3
990208,2,1 bath,1,1
990529,2,1 bath,1,1
992508,1,1 shared bath,1,1
992891,2,1.5 baths,1,1
992977,2,,1,1
993040,2,1 shared bath,1,1
993514,3,1 bath,1,2
993575,3,1 bath,1,2
993576,3,1 bath,1,2
995169,3,1 bath,2,1
995187,6,1 bath,3,3
995469,1,1 shared bath,1,1
998086,2,1 bath,1,2
999984,3,1 bath,1,1
1001147,2,1 private bath,1,1
1003754,2,1 bath,1,1
1009883,4,1.5 baths,2,4
1010785,2,1 bath,1,1
1011449,5,1 bath,2,2
1013648,5,1.5 baths,2,5
1016004,2,1 shared bath,1,1
1018529,4,2 baths,2,2
1023529,1,1 shared bath,1,1
1024647,2,1 bath,1,1
1025786,1,1 shared bath,1,1
1026683,2,1 shared bath,1,
1027808,3,2 baths,2,1
1029808,2,1 bath,1,1
1030254,1,1.5 shared baths,1,1
1034347,3,1 bath,1,1
1036498,1,1 shared bath,1,1
1036734,2,1 bath,1,1
1038802,1,1 shared bath,1,1
1039984,4,1 bath,2,4
1040156,6,2 baths,2,3
1040182,1,1.5 shared baths,1,1
1042806,2,1 shared bath,1,1
1043046,2,1 bath,,1
1044731,2,1 bath,1,1
1045897,2,1 bath,1,1
1048190,2,1 bath,1,1
1051575,2,1 private bath,1,2
1056185,2,1 bath,1,1
1056445,2,1 bath,,1
1057022,2,1 bath,1,2
1060019,4,1.5 baths,1,3
1063020,2,1 bath,1,2
1067251,6,2 baths,3,3
1069287,2,1 bath,1,1
1072212,2,1 shared bath,1,1
1072481,2,1 shared bath,1,2
1073780,4,1 bath,2,2
1076324,5,1 bath,2,5
1080543,2,1 bath,1,2
1080839,2,1 shared bath,1,1
1083888,2,1 private bath,1,1
1086367,3,1 bath,1,2
1087215,3,2 baths,1,1
1089542,2,1 shared bath,1,1
1089619,2,1 private bath,3,1
1091840,1,1 shared bath,1,1
1093977,2,1 bath,1,1
1095106,1,1 shared bath,1,1
1098863,2,1 bath,1,1
1100421,2,1 bath,1,1
1101035,2,1 bath,1,1
1101224,4,1 bath,3,3
1102942,2,1 bath,1,2
1102963,9,2 baths,3,5
1108309,2,Private half-bath,1,2
1110484,2,1 bath,1,1
1112407,4,1 bath,1,2
1114409,4,1 bath,2,2
1115381,1,1.5 baths,1,1
1117516,3,1 bath,1,2
1117706,2,1 bath,1,1
1118031,1,1 shared bath,1,1
1121502,2,1.5 shared baths,1,3
1121815,1,1 shared bath,1,1
1123737,1,1 shared bath,4,1
1126492,2,1 bath,1,1
1126944,7,3 baths,3,5
1127040,2,1.5 shared baths,1,1
1128681,1,1 shared bath,1,1
1130680,3,1 bath,1,2
1131422,1,1 shared bath,1,1
1131804,3,1 bath,2,2
1132201,2,1 bath,1,1
1134365,2,1 bath,2,2
1137093,6,3 baths,2,3
1137270,2,1 bath,1,1
1137587,2,1 bath,1,2
1138727,2,1 shared bath,1,2
1141120,2,1 bath,1,1
1142034,4,1 bath,2,2
1144861,2,1 bath,1,1
1145088,3,1 bath,2,2
1145134,2,1 shared bath,1,1
1146653,3,1 bath,1,1
1148144,1,2 shared baths,1,1
1148279,3,1 shared bath,1,2
1150341,1,1.5 baths,1,1
1150382,2,1 bath,1,1
1150514,3,1 bath,1,1
1150869,4,2 baths,2,2
1151343,3,1 shared bath,1,1
1151582,1,1 bath,1,1
1155475,8,2 baths,4,7
1155885,2,1 bath,1,1
1156499,1,1 bath,2,1
1156928,2,1 bath,1,1
1157522,4,1 bath,2,2
1163324,6,2 baths,3,3
1166398,4,1 bath,2,2
1166616,2,1 shared bath,1,1
1166947,1,1 bath,1,1
1171581,4,1 bath,2,2
1171716,1,1 shared bath,1,1
1178231,4,1 bath,1,4
1180157,1,2 baths,1,1
1182186,2,1 bath,,1
1183005,1,1 bath,1,1
1183236,1,1 bath,1,1
1185525,2,1 bath,1,1
1187643,2,1 shared bath,1,1
1189378,5,1 bath,1,2
1195198,4,1 bath,1,1
1195260,4,1 bath,1,2
1197899,1,1 bath,1,1
1198874,2,1 bath,1,1
1200625,1,1 shared bath,1,1
1205103,2,1 bath,1,1
1209921,2,1 bath,1,1
1210916,2,1 bath,1,1
1213745,2,1 bath,1,1
1215122,2,1 bath,1,1
1215627,2,0 baths,,2
1215836,2,1 bath,1,1
1217046,3,1 bath,1,1
1217318,1,1 shared bath,1,1
1220548,4,1 bath,2,2
1221332,1,1 bath,1,1
1221517,1,2 shared baths,1,1
1223230,2,1 bath,,1
1226176,2,1 shared bath,1,1
1231273,2,1 bath,1,2
1237185,4,1 shared bath,1,1
1239293,1,1 bath,1,1
1240530,2,1 shared bath,1,1
1240586,2,1 bath,1,1
1242736,1,1 shared bath,1,1
1245479,2,1 shared bath,1,1
1245977,4,1 bath,1,1
1251681,7,1.5 baths,4,5
1255828,2,1 shared bath,1,1
1256670,2,0 baths,,1
1256768,3,1 bath,2,2
1258651,5,1 bath,2,2
1260727,5,2 baths,3,4
1263964,2,1 shared bath,1,1
1264920,3,1 shared bath,1,1
1267186,1,1 bath,1,1
1268154,8,2 baths,3,5
1268175,3,1 bath,1,2
1271103,2,1 bath,1,1
1273533,1,1 bath,1,1
1276760,2,1 bath,,2
1277955,4,1 bath,1,1
1278784,4,1 shared bath,1,2
1279234,4,1 bath,1,1
1281023,2,1 shared bath,1,1
1281257,2,1 bath,1,1
1284776,6,2 baths,2,6
1290315,2,1 bath,1,1
1291245,6,2 baths,2,3
1294973,1,1 shared bath,1,1
1300950,2,1 private bath,1,1
1301321,2,1 bath,1,1
1304459,2,1 bath,1,1
1304952,3,1 private bath,2,2
1305346,4,1 bath,1,1
1306966,3,1 bath,1,1
1307095,2,1 private bath,2,4
1307723,1,1 private bath,1,1
1310672,2,1 shared bath,1,1
1312228,1,,1,
1312945,4,1 bath,1,2
1313340,4,1 shared bath,1,2
1313593,5,1 bath,2,3
1313711,8,1 bath,3,5
1320550,2,1 bath,1,1
1322432,4,1 bath,2,3
1323801,1,1 shared bath,1,1
1325432,2,1 shared bath,1,1
1325911,4,1 bath,1,2
1326566,4,2 shared baths,2,3
1327940,4,1 bath,2,3
1330056,2,1 bath,1,2
1331960,2,1 bath,1,1
1334633,2,1 bath,1,1
1334793,5,2.5 baths,3,5
1336223,2,1 bath,,1
1336230,2,1 bath,,2
1347204,4,1 bath,2,2
1348118,4,1 bath,2,2
1349658,1,1 shared bath,1,1
1350055,3,1 bath,2,2
1353085,3,1 bath,,1
1354250,3,1 bath,1,1
1354775,4,2 baths,2,4
1355468,6,2 baths,3,4
1355654,2,1 bath,1,1
1356710,2,1 private bath,1,1
1357021,4,1 bath,1,2
1359130,2,1 bath,1,2
1361017,3,1 bath,2,2
1370405,2,1 bath,1,1
1378165,2,1 bath,1,2
1380326,1,1 shared bath,1,1
1382607,6,2 baths,3,4
1386742,1,1 shared bath,1,1
1390532,4,1 bath,,1
1392144,5,1 bath,3,3
1392673,4,1 bath,,1
1396458,3,1 bath,3,3
1398234,2,1 bath,1,1
1398326,3,1 bath,1,1
1399352,2,1 shared bath,1,1
1401826,2,1 bath,1,1
1403635,2,1 shared bath,1,1
1403827,2,0 shared baths,1,2
1404355,2,1 shared bath,1,1
1404510,2,1 shared bath,1,1
1404828,3,1 bath,1,1
1407633,1,1 shared bath,1,1
1408406,4,1 bath,1,2
1411811,2,1 bath,1,1
1414305,3,1 bath,1,2
1421933,1,1.5 baths,1,1
1437044,2,1 bath,,1
1440363,4,1 bath,,3
1442450,2,1 bath,1,1
1444400,3,1 shared bath,1,1
1446483,2,1 bath,1,1
1449263,2,1 bath,1,1
1449546,3,1 bath,1,1
1453998,2,1 bath,1,1
1456352,6,1 bath,2,3
1457505,2,1 bath,,1
1458987,1,1 shared bath,1,1
1461965,2,1 shared bath,1,3
1465446,5,1 bath,1,2
1466552,2,1 shared bath,1,1
1467618,2,1 bath,1,1
1470069,3,1 bath,2,2
1474752,1,1 shared bath,1,1
1475084,2,1 bath,1,1
1475427,1,1 bath,1,1
1475631,2,1 shared bath,1,1
1475661,2,1 bath,1,1
1476238,2,1 bath,1,1
1478946,2,1 bath,,1
1479113,2,1 private bath,1,1
1479283,2,1 bath,,2
1480002,2,1 bath,1,1
1484031,1,1 shared bath,1,2
1486099,4,1 bath,1,1
1490223,2,1 bath,1,1
1491991,4,1.5 baths,3,3
1494527,2,1 bath,1,1
1499635,2,1 bath,,1
1502785,3,1 bath,1,1
1503618,1,1.5 shared baths,1,1
1506985,5,3 baths,2,2
1511303,3,1 shared bath,1,2
1512006,8,2 baths,2,2
1513777,2,1 bath,1,1
1515659,6,1.5 baths,2,4
1521335,2,1 bath,1,1
1524017,2,1 bath,1,2
1525602,2,1 bath,1,1
1530386,3,1 bath,2,2
1533652,2,1 bath,1,1
1534212,5,1 bath,1,3
1535236,3,1 bath,1,1
1546945,2,1 bath,1,1
1550558,1,1 bath,,1
1551044,2,1.5 baths,,1
1555491,2,1 bath,1,1
1556740,1,1 bath,1,1
1559912,3,1 bath,1,1
1566326,4,1 bath,,1
1567225,6,3 baths,3,3
1581579,7,1 bath,2,4
1583653,2,1 private bath,1,1
1584619,1,1 bath,1,1
1586641,2,1 shared bath,1,1
1589248,2,1 bath,1,1
1591811,2,1 bath,1,1
1596314,3,1 bath,1,1
1596404,5,1 bath,2,3
1604488,2,1 private bath,1,1
1604489,4,2 baths,2,2
1606312,2,2 baths,2,2
1613110,2,1 bath,,1
1614964,1,1 shared bath,1,1
1617443,2,1 bath,1,1
1617488,4,2 baths,2,2
1619695,2,1 shared bath,1,1
1621235,3,1 shared bath,1,2
1623431,2,1 bath,1,1
1628156,8,2 baths,3,3
1633924,5,1 bath,1,2
1634856,2,0 baths,1,1
1635088,2,1 bath,,1
1640700,4,2 baths,2,2
1640995,2,1 bath,1,1
1645181,4,1 bath,1,3
1645667,6,1 bath,2,6
1645772,2,1 private bath,1,1
1646432,6,1 bath,2,4
1646910,3,1 bath,,1
1649957,3,1 bath,1,3
1652236,1,1 shared bath,1,1
1654551,2,1 bath,1,1
1654623,1,1 shared bath,1,1
1654970,2,1 bath,1,1
1655550,4,1 bath,1,2
1656539,1,1 private bath,1,1
1656585,2,1 bath,1,1
1656621,3,1 bath,1,1
1664716,2,1 bath,1,1
1665498,2,1 private bath,1,2
1668328,2,1 bath,1,1
1669149,2,1 bath,1,2
1670517,1,1 bath,1,1
1672977,6,1 bath,2,3
1673040,5,1 bath,2,3
1678380,4,1 bath,1,1
1682258,2,1 bath,,1
1688914,3,1 bath,1,1
1690764,4,1 shared bath,1,2
1693028,2,2 shared baths,1,1
1696381,2,1 shared bath,1,1
1702032,2,1 shared bath,1,1
1702533,6,1 bath,2,2
1702581,2,1 shared bath,1,1
1702781,1,1 shared bath,1,1
1707850,1,1 shared bath,1,1
1708771,2,1 shared bath,1,1
1712202,2,1 shared bath,1,1
1712660,2,1 shared bath,1,1
1716640,3,1 bath,1,1
1717058,2,1 bath,1,1
1717138,2,1 bath,,2
1717226,6,2 baths,3,5
1718464,1,1.5 shared baths,1,1
1721115,2,1 shared bath,1,1
1722101,2,1 bath,1,1
1724731,2,1 bath,1,1
1725295,1,1 shared bath,1,1
1727923,2,1 bath,1,1
1728625,2,1 bath,1,1
1729286,2,1 shared bath,1,1
1730937,1,1.5 shared baths,1,1
1731245,3,1 bath,2,2
1731365,7,2 baths,2,3
1734724,3,1.5 baths,1,1
1735804,3,1 bath,1,1
1739847,1,1 bath,1,1
1741745,2,1 bath,1,1
1742654,2,1 bath,1,1
1743379,5,1.5 baths,2,3
1744709,3,2 baths,1,1
1745430,4,1 bath,2,2
1750248,2,1.5 baths,1,1
1750679,3,1 bath,2,2
1753671,1,1 shared bath,1,1
1755844,1,1 shared bath,,1
1756174,1,0 baths,,2
1756520,4,3.5 baths,2,2
1758391,2,1 bath,1,1
1759154,2,1 bath,1,2
1759526,1,2 shared baths,1,1
1762852,1,1.5 baths,1,1
1763209,3,1 shared bath,1,2
1766846,1,1 bath,1,1
1767037,2,1 shared bath,1,2
1769357,1,1 shared bath,1,1
1776732,7,2 baths,2,5
1778810,2,1 shared bath,1,1
1780748,1,1 bath,1,1
1781052,4,1 bath,,2
1781786,3,1 bath,1,1
1782667,1,1 shared bath,1,1
1782872,2,1 bath,1,1
1785942,1,1 shared bath,1,1
1788989,4,1 bath,1,1
1789715,4,1 bath,2,2
1793091,2,1 bath,1,1
1793104,1,1 shared bath,1,1
1793411,3,1 bath,1,1
1797025,3,1 bath,1,1
1801130,4,1 bath,1,2
1806378,4,2 baths,2,2
1806440,1,1 shared bath,1,1
1808497,2,1 shared bath,1,1
1808550,2,1 shared bath,1,1
1809547,2,1.5 baths,1,1
1810640,4,1 shared bath,1,2
1813681,2,1 bath,1,1
1813829,2,1 shared bath,1,1
1817510,2,1 bath,1,1
1818820,2,1 bath,1,1
1820858,3,1 bath,,1
1821541,7,1 bath,2,4
1825949,2,1 bath,1,1
1826701,2,2 baths,1,1
1831227,2,1 bath,1,1
1832120,2,1 shared bath,1,1
1835367,2,1 bath,,1
1839231,2,Half-bath,1,1
1839341,4,2 baths,2,2
1844088,2,1 shared bath,1,2
1845817,1,1 shared bath,1,1
1847389,2,1 bath,1,1
1851567,1,1 shared bath,1,1
1853765,2,2 baths,2,2
1855846,4,1 bath,1,1
1856027,2,1.5 baths,1,1
1856219,2,1 private bath,1,1
1856803,4,1 bath,1,2
1861572,2,3.5 baths,3,4
1863930,8,1 bath,2,4
1864061,2,2 baths,2,2
1865336,2,1 shared bath,1,1
1865884,3,1 bath,1,1
1869202,2,1 bath,1,1
1870228,1,2 shared baths,1,1
1871311,2,1 bath,1,1
1876511,2,1 bath,1,1
1876811,2,1 bath,,1
1876969,5,2 baths,2,2
1881846,5,1 shared bath,1,3
1885714,2,1 shared bath,1,1
1886240,2,1 bath,1,2
1886294,4,1 bath,3,3
1887600,2,1.5 baths,1,1
1891118,2,1 bath,,1
1891274,2,1 bath,1,1
1893225,3,2 baths,2,2
1896296,4,1 bath,1,1
1897447,3,1 bath,1,2
1898110,1,1 bath,1,1
1901154,2,2 baths,2,1
1901357,2,1 bath,,1
1903198,2,1.5 shared baths,1,4
1905865,2,1 bath,2,2
1906604,4,2 baths,2,2
1910270,7,2.5 baths,4,5
1913540,2,1 bath,,1
1914185,4,1 bath,1,1
1914231,4,1 bath,1,1
1918693,2,1 private bath,1,1
1921859,4,1 bath,1,2
1924645,2,1 bath,,1
1925224,2,1 bath,1,1
1925519,1,1 bath,1,1
1928961,1,1 shared bath,1,1
1929321,10,1 bath,1,1
1929540,2,1 bath,1,1
1931609,11,2 baths,4,6
1932110,2,1.5 baths,1,1
1932491,2,1 bath,1,1
1934444,1,2 baths,1,1
1934765,2,1 bath,1,1
1934804,10,3.5 baths,5,5
1935175,3,1 bath,2,2
1935302,5,1 bath,1,12
1935826,2,1.5 baths,1,1
1936633,2,1 bath,1,1
1936772,2,1 bath,1,1
1937226,7,1 bath,3,3
1939106,2,1 bath,1,1
1939283,3,1 bath,1,1
1941094,1,2 shared baths,1,1
1941435,1,1 shared bath,1,1
1941439,1,1 shared bath,1,2
1944155,2,1 bath,1,1
1944891,2,1 bath,1,2
1945115,1,1 shared bath,1,1
1947400,2,1 bath,1,1
1948494,5,1 bath,,3
1950603,2,1 bath,1,2
1952271,2,1 bath,1,2
1954653,2,1.5 baths,1,1
1956467,2,1 bath,1,1
1956677,4,1 bath,,3
1959024,4,1 bath,1,2
1960045,2,1 bath,1,1
1960358,2,1 private bath,2,3
1961361,2,1 bath,1,1
1961760,4,2.5 baths,2,3
1965766,2,1 bath,,1
1970177,2,1 bath,1,1
1970574,2,1 bath,2,3
1970697,2,2 shared baths,1,1
1973889,1,Half-bath,1,1
1974700,7,1 bath,1,5
1975069,2,1 bath,1,1
1975999,2,1 bath,,1
1976123,2,1 bath,1,1
1979076,4,1 bath,1,1
1979506,2,2 baths,1,1
1979579,2,1 bath,1,1
1979848,3,1 bath,,1
1981590,4,1 bath,,1
1983531,2,1.5 baths,1,1
1984378,7,1 bath,2,3
1984382,1,1.5 baths,1,1
1984390,4,1 bath,,2
1984486,3,1 bath,1,1
1985022,2,1 shared bath,1,1
1987371,2,1 shared bath,1,1
1987627,3,1 bath,1,2
1987949,4,1 bath,3,3
1988823,4,1 bath,1,4
1989731,2,1 bath,1,1
1989838,8,2 baths,4,4
1998026,2,1 bath,1,1
2000576,8,1 bath,3,5
2003807,4,1 bath,1,2
2008122,4,1 bath,1,2
2010624,2,1 bath,2,1
2010787,2,1 shared bath,1,1
2015168,5,1 bath,2,2
2015800,3,1 bath,1,2
2016579,2,1 shared bath,1,1
2016812,3,1 bath,2,3
2017397,4,1 bath,1,2
2019755,2,1 bath,1,1
2019927,6,1 bath,1,3
2022126,5,1 bath,1,2
2022920,6,2 baths,3,2
2022958,2,1 bath,1,1
2023357,4,1 bath,1,2
2026434,4,2 baths,2,2
2026869,2,1 bath,,1
2028272,6,1 bath,1,2
2028291,2,1 bath,1,1
2028432,2,1 shared bath,1,1
2028677,3,1 bath,1,1
2031495,2,1.5 baths,1,1
2033224,4,1 bath,2,3
2033605,6,1 bath,1,3
2038278,6,1 bath,3,3
2042764,5,2 baths,3,4
2043329,2,1 bath,,2
2044873,2,1 shared bath,1,1
2046225,4,1 bath,1,2
2046789,6,1 bath,2,3
2048796,1,1 bath,1,1
2049322,1,1 bath,1,1
2050406,2,1 bath,1,1
2050993,3,1 bath,,1
2051013,2,1 bath,1,1
2051352,2,1 bath,1,1
2055467,3,1 bath,2,3
2055559,1,1 shared bath,1,1
2057295,2,1 bath,1,1
2057403,4,1 bath,2,2
2057480,6,1 bath,2,3
2060275,1,1 bath,1,1
2060768,4,1 bath,1,1
2061811,3,1 bath,1,2
2062630,3,1 bath,1,1
2063587,2,2 shared baths,1,1
2068054,1,2 shared baths,2,1
2069359,2,1 private bath,1,1
2070290,8,1 bath,2,2
2071420,2,1 bath,1,1
2071464,4,2 baths,2,3
2075453,6,1 bath,2,4
2075526,2,1 bath,1,1
2075600,2,1 bath,1,1
2076101,4,1 bath,1,1
2079686,2,1 bath,2,2
2079765,4,1 bath,2,3
2080861,8,2 baths,3,5
2081177,2,1 bath,,1
2082670,1,1 bath,1,1
2083547,7,2 baths,3,3
2083749,4,1 bath,2,3
2084817,4,1 shared bath,1,2
2087524,2,1 bath,,2
2087663,2,1 bath,1,1
2088389,2,1 bath,1,1
2088725,3,1 bath,1,1
2089226,4,1 shared bath,1,2
2089273,4,1 bath,1,2
2089492,4,1 bath,1,3
2089712,2,1 bath,1,1
2092827,4,1 bath,3,3
2093064,2,1 bath,1,2
2093304,2,1 bath,1,1
2094213,3,1 bath,1,2
2095959,2,1 bath,1,1
2096581,2,1 bath,,1
2096968,2,1 bath,1,1
2100174,4,1 bath,,2
2100887,2,1 bath,2,2
2101710,4,1 bath,,2
2102542,2,1 bath,1,1
2103480,2,1 bath,1,1
2104588,4,1 bath,1,1
2106662,2,1 bath,1,1
2106706,2,1 bath,1,1
2107883,4,1 bath,1,2
2108178,2,1 bath,,1
2108237,4,2 baths,2,3
2108424,2,1 private bath,1,1
2110145,4,1 bath,1,2
2111336,2,1 shared bath,1,1
2112142,2,1 bath,1,2
2113431,2,2 baths,1,1
2113934,2,1 shared bath,1,1
2115773,2,2 shared baths,1,2
2115784,2,1 bath,1,2
2115809,1,2 shared baths,1,1
2116940,2,1 bath,1,1
2118102,2,1 bath,1,1
2122613,4,1 bath,,2
2123079,2,1 bath,1,1
2124536,8,1 bath,1,3
2127016,4,1 bath,1,1
2127382,4,1 bath,,1
2127713,2,1 bath,1,1
2128464,3,1 bath,1,3
2128761,3,1 bath,1,1
2132248,2,2 baths,1,1
2134052,2,1 bath,,1
2134697,4,1 bath,2,2
2135489,3,1 bath,,2
2135754,3,1 bath,1,2
2135766,4,2 baths,2,2
2137111,2,1 bath,1,1
2137796,5,1 bath,2,2
2138787,2,1 shared bath,2,2
2139828,2,1 bath,1,1
2141635,2,1 bath,1,1
2142092,1,1 bath,1,1
2144319,2,1.5 baths,1,1
2145599,2,1 shared bath,1,4
2149184,4,1 bath,2,2
2150727,6,1.5 baths,3,4
2151259,4,1 bath,,2
2151479,5,1 bath,1,2
2151558,1,1 shared bath,1,1
2153153,1,1 shared bath,1,1
2154075,2,1 bath,1,1
2154567,5,1 bath,2,3
2155583,1,1 shared bath,1,1
2158171,2,1 bath,,2
2159193,2,1 bath,1,1
2164203,4,1 bath,1,1
2164631,2,1 bath,,1
2165107,2,1 bath,1,1
2165933,3,1 bath,1,2
2171806,3,1 bath,1,1
2171821,2,1 private bath,1,1
2175827,2,1 shared bath,1,1
2178294,2,1 bath,2,2
2182899,2,1 bath,1,1
2183423,6,1 bath,1,4
2183430,2,1 shared bath,1,1
2185842,2,1 bath,1,1
2186138,3,1.5 baths,1,2
2186452,2,1 bath,1,1
2186699,2,1 bath,,1
2189742,2,1 shared bath,1,1
2194038,4,1 bath,2,2
2194382,4,1.5 baths,2,3
2198970,3,1 bath,1,1
2201581,3,1 bath,1,1
2202858,3,1 bath,1,1
2203154,4,1 bath,1,1
2204672,2,1 bath,1,2
2208545,2,1 bath,1,1
2209835,3,1 bath,1,1
2210663,2,1 bath,1,1
2211028,4,1 bath,1,1
2213680,2,1 shared bath,1,1
2214323,4,1 bath,1,2
2214689,2,2 baths,1,1
2215157,3,1 bath,1,1
2216470,1,1 bath,1,1
2219294,2,1 bath,,1
2220959,2,1 bath,1,1
2221852,2,1 shared bath,1,1
2223247,4,1 bath,1,2
2227377,4,1 bath,2,2
2228296,2,1 bath,,1
2228840,3,1 bath,1,1
2230762,2,1 shared bath,1,1
2231814,9,2 baths,3,5
2232600,2,,,
2236458,2,1 bath,1,1
2238300,2,1 bath,1,1
2238389,7,2 baths,3,7
2238435,1,1 bath,1,1
2240661,4,1 bath,1,2
2243266,3,1 bath,1,2
2243321,2,1 bath,1,2
2243548,2,1 bath,1,1
2243699,16,3 baths,5,16
2243769,6,2 baths,2,4
2246112,2,2 baths,1,2
2247803,2,1 bath,1,1
2248580,4,1 bath,1,1
2249464,2,1 bath,1,1
2249928,5,2 baths,3,3
2250790,1,1 shared bath,1,1
2251009,2,1 bath,1,1
2253162,2,1 bath,1,1
2254388,3,1 bath,1,1
2254582,4,1 bath,3,2
2254817,2,1 bath,,1
2254851,4,1 bath,1,1
2255549,2,1 bath,1,1
2257064,2,1 bath,1,1
2257080,2,1 bath,1,1
2259719,2,1 bath,1,1
2260029,2,1 bath,1,1
2260042,1,1 shared bath,1,1
2261018,2,1 bath,,1
2261367,16,15.5 baths,14,42
2262868,3,1 bath,1,1
2263265,2,1 shared bath,1,1
2266468,6,2 baths,2,2
2267006,4,1 bath,1,1
2267177,2,1 private bath,1,2
2267692,3,1 bath,1,1
2269104,3,1 bath,1,1
2271504,7,2 baths,3,4
2271792,2,1 bath,1,1
2272739,3,1 bath,1,1
2273613,2,1 bath,1,1
2273733,2,1 shared bath,1,1
2274084,3,1 bath,3,3
2279335,2,1 bath,1,1
2281142,4,1 bath,2,4
2281147,3,1 private bath,2,2
2282085,6,2 baths,2,2
2283143,6,5 baths,4,6
2284454,8,2 baths,2,4
2284484,2,1 bath,1,1
2284809,2,,1,
2289612,2,1 shared bath,1,1
2291507,2,1 bath,1,1
2291893,2,1 bath,1,1
2292366,2,1 bath,1,1
2294594,2,1 bath,1,1
2294663,2,1 bath,1,2
2296024,6,2.5 baths,3,
2297029,4,1 bath,2,2
